"compound","sample","rt","peakIntensity","sampMqConc","sampPooledConc"
"guanine","mtab_TSQ_cm_PMI_2020_1112_51",0.786,2189466.25,44116093818.9583,12701947146.6003
"guanine","mtab_TSQ_cm_PMI_2020_1112_52",0.807,618173.94,12455783859.4511,3586247480.00931
"guanine","mtab_TSQ_cm_PMI_2020_1112_53",0.787,2851317.25,57451873338.5626,16541611416.3459
"guanine","mtab_TSQ_cm_PMI_2020_1112_54",0.798,2455431.75,49475090432.7299,14244920153.1154
"guanine","mtab_TSQ_cm_PMI_2020_1112_55",0.787,2758216.25,55575961072.7284,16001495010.7235
"guanine","mtab_TSQ_cm_PMI_2020_1112_56",0.797,3031395,61080299027.1035,17586314986.2599
"guanine","mtab_TSQ_cm_PMI_2020_1112_57",0.786,2059202.5,41491381233.502,11946234657.6594
"guanine","mtab_TSQ_cm_PMI_2020_1112_58",0.797,2645341.75,53301628261.5887,15346664566.0835
"guanine","mtab_TSQ_cm_PMI_2020_1112_59",0.787,3296157.5,66415056132.6442,19122308905.1608
"guanine","mtab_TSQ_cm_PMI_2020_1112_60",0.798,528746.5,10653890951.7685,3067442875.79656
"guanine","mtab_TSQ_cm_PMI_2020_1112_61",0.787,624926.62,12591845075.1121,3625422496.92554
"guanine","mtab_TSQ_cm_PMI_2020_1112_62",0.797,2109952.25,42513948966.5341,12240654401.3381
"histadine","mtab_TSQ_cm_PMI_2020_1112_51",0.422,190661.08,253514793.186912,12827365.7157715
"histadine","mtab_TSQ_cm_PMI_2020_1112_52",0.443,209215.58,278182483.568306,14074238.1192476
"histadine","mtab_TSQ_cm_PMI_2020_1112_53",0.443,211210.22,280834301.83031,14208279.0026381
"histadine","mtab_TSQ_cm_PMI_2020_1112_54",0.433,217685.95,289443604.297825,14643451.5499642
"histadine","mtab_TSQ_cm_PMI_2020_1112_55",0.443,174106.14,231505462.070334,11714864.8223384
"histadine","mtab_TSQ_cm_PMI_2020_1112_56",0.443,195610.66,260095121.784177,13159980.1602888
"histadine","mtab_TSQ_cm_PMI_2020_1112_57",0.443,173603.12,230836711.006406,11681061.6071402
"histadine","mtab_TSQ_cm_PMI_2020_1112_58",0.412,171377.73,227878117.053573,11531514.199343
"histadine","mtab_TSQ_cm_PMI_2020_1112_59",0.423,209238.06,278212370.10148,14075748.7873674
"histadine","mtab_TSQ_cm_PMI_2020_1112_60",0.433,159332.7,211864585.528897,10722081.6893836
"histadine","mtab_TSQ_cm_PMI_2020_1112_61",0.433,164119.39,218228356.413141,11043749.8380804
"histadine","mtab_TSQ_cm_PMI_2020_1112_62",0.432,171659.98,228253360.558391,11550481.5515154
"histidinol","mtab_TSQ_cm_PMI_2020_1112_51",0.456,5491.06,13013272.2624518,2214918.63550455
"histidinol","mtab_TSQ_cm_PMI_2020_1112_52",0.456,3815.06,9050669.98874567,1539388.9153679
"histidinol","mtab_TSQ_cm_PMI_2020_1112_53",0.447,7068.75,16743438.1223584,2850823.45899046
"histidinol","mtab_TSQ_cm_PMI_2020_1112_54",0.457,6556.29,15531818.0977859,2644270.97666276
"histidinol","mtab_TSQ_cm_PMI_2020_1112_55",0.446,3815.06,9050669.98874567,1539388.9153679
"histidinol","mtab_TSQ_cm_PMI_2020_1112_56",0.456,4917.2,11656482.9183056,1983618.22667542
"histidinol","mtab_TSQ_cm_PMI_2020_1112_57",0.396,3815.06,9050669.98874567,1539388.9153679
"histidinol","mtab_TSQ_cm_PMI_2020_1112_58",0.436,3815.06,9050669.98874567,1539388.9153679
"histidinol","mtab_TSQ_cm_PMI_2020_1112_59",0.457,11873.26,28102842.8061555,4787332.58529938
"histidinol","mtab_TSQ_cm_PMI_2020_1112_60",0.446,4325.45,10257395.8685051,1745107.06206274
"histidinol","mtab_TSQ_cm_PMI_2020_1112_61",0.556,3815.06,9050669.98874567,1539388.9153679
"histidinol","mtab_TSQ_cm_PMI_2020_1112_62",0.466,6993.63,16565830.3163913,2820545.53979198
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_51",0.678,6520.21,47204057.5138059,794186.274940772
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_52",0.72,3910.93,28332753.5730819,477020.273286677
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_53",0.557,8308.48,60137505.3224269,1011555.98833986
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_54",0.437,4442.77,32179222.4410587,541667.05949579
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_55",0.648,10207.58,73872517.7832702,1242397.42879136
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_56",0.557,8815.61,63805262.0857714,1073199.19812142
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_57",0.447,7824.6,56637901.3892202,952738.887499634
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_58",0.627,4531.43,32820445.2333174,552443.95492543
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_59",0.669,5115.03,37041262.0792697,623382.328179864
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_60",0.427,7121.91,51555780.433973,867324.758811905
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_61",0.457,9068.68,65635560.4394471,1103960.6342412
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_62",0.547,7559.84,54723056.5157892,920556.495959462
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_51",0.985,52629.54,468224508.665978,471673843.706811
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_52",1.015,9250.71,82337911.9241078,82989639.6269206
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_53",0.986,26546.24,236194371.642983,237961530.574414
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_54",1.009,51643.96,459457049.700007,462842822.264853
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_55",0.987,65457.22,582336156.658645,586612780.303108
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_56",1.016,38112.53,339085027.869292,341598125.263741
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_57",0.986,54394.82,483927972.579055,487491154.864769
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_58",1.008,237175.44,2109896017.41035,2125247171.01202
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_59",0.987,134925.55,1200308043.98343,1209064850.92855
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_60",0.767,7550.7,67215072.665254,67757162.5458685
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_61",0.986,6356.54,56592141.1946433,57057216.7625442
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_62",1.001,73149.64,650765890.114091,655538616.82632
"l-glutathione oxidized pos","mtab_TSQ_cm_PMI_2020_1112_51",1.289,49911.35,7100950.80989413,6082196.2760243
"l-glutathione oxidized pos","mtab_TSQ_cm_PMI_2020_1112_52",1.383,9955.21,1416278.39060133,1204691.14832254
"l-glutathione oxidized pos","mtab_TSQ_cm_PMI_2020_1112_53",1.29,79454.24,11304100.8631576,9688540.56909488
"l-glutathione oxidized pos","mtab_TSQ_cm_PMI_2020_1112_54",1.366,77334.92,11002579.2459129,9429832.04101282
"l-glutathione oxidized pos","mtab_TSQ_cm_PMI_2020_1112_55",1.29,27210.76,3871274.02242982,3311101.6676148
"l-glutathione oxidized pos","mtab_TSQ_cm_PMI_2020_1112_56",1.371,75772.48,10780286.5125607,9239102.67847364
"l-glutathione oxidized pos","mtab_TSQ_cm_PMI_2020_1112_57",1.283,36877.01,5246518.59743104,4491075.10700727
"l-glutathione oxidized pos","mtab_TSQ_cm_PMI_2020_1112_58",1.352,43826.22,6235202.24962751,5339375.45354916
"l-glutathione oxidized pos","mtab_TSQ_cm_PMI_2020_1112_59",1.284,49140.16,6991231.43952866,5988055.9716948
"l-glutathione oxidized pos","mtab_TSQ_cm_PMI_2020_1112_60",1.347,10970.5,1560726.55452767,1328629.10081505
"l-glutathione oxidized pos","mtab_TSQ_cm_PMI_2020_1112_61",1.296,21865.2,3110746.16619359,2658561.24928516
"l-glutathione oxidized pos","mtab_TSQ_cm_PMI_2020_1112_62",1.34,40197.96,5718999.49450594,4896468.38708491
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_51",2.642,826.5,1293782.74940298,756557.993291172
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_52",2.689,483.96,756058.140364179,442791.955919995
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_53",2.655,827.46,1295289.77230448,757437.351602249
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_54",2.766,1257.35,1970137.76722388,1151215.83529903
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_55",2.639,483.96,756058.140364179,442791.955919995
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_56",2.609,1317.38,2064373.79303284,1206203.20968857
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_57",2.661,483.96,756058.140364179,442791.955919995
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_58",2.739,801.26,1254160.60561791,733438.197695771
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_59",2.663,894.24,1400122.05288955,818607.714116545
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_60",2.691,562.23,878927.601301492,514487.138219995
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_61",2.829,1040.58,1629848.85643582,952654.896661352
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_62",2.671,685.73,1072799.81831642,627612.920947093
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_51",1.284,58018.12,123978563.395316,76103271.8458875
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_52",1.335,46314.33,98966974.382378,60744569.8724847
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_53",1.279,59070.91,126228428.678009,77484831.8235168
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_54",1.33,60789.11,129900308.662358,79739599.0169389
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_55",1.285,40612.52,86781919.0840636,53262173.1019541
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_56",1.323,55478.1,118550412.657423,72770043.0211664
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_57",1.278,53374.53,114054977.563326,70009560.7577123
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_58",1.317,92767.97,198240743.976242,121704960.68091
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_59",1.285,67170.05,143536698.993714,88113207.5463268
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_60",1.311,35075.55,74949135.1724447,45996093.3050958
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_61",1.278,34788.68,74336079.5263556,45619638.2563372
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_62",1.31,39705.34,84843229.7090187,52071694.8674479
"methionine","mtab_TSQ_cm_PMI_2020_1112_51",0.851,6280.6,9422802.20867197,4361827.31312298
"methionine","mtab_TSQ_cm_PMI_2020_1112_52",0.863,1245.82,1879855.69184451,857015.729974919
"methionine","mtab_TSQ_cm_PMI_2020_1112_53",0.842,17195.82,25775636.0324747,11960131.4075639
"methionine","mtab_TSQ_cm_PMI_2020_1112_54",0.864,17648.72,26454156.3407049,12275404.203199
"methionine","mtab_TSQ_cm_PMI_2020_1112_55",0.852,3688.13,5538846.49333194,2557156.82405219
"methionine","mtab_TSQ_cm_PMI_2020_1112_56",0.863,32767.09,49104015.1888787,22799605.5177189
"methionine","mtab_TSQ_cm_PMI_2020_1112_57",0.841,16251.46,24360826.0561438,11302743.425038
"methionine","mtab_TSQ_cm_PMI_2020_1112_58",0.863,26320.28,39445610.4454444,18311851.4624563
"methionine","mtab_TSQ_cm_PMI_2020_1112_59",0.853,9025.85,13535648.0381463,6272851.03186287
"methionine","mtab_TSQ_cm_PMI_2020_1112_60",0.864,2151.12,3236147.22428166,1487213.26119256
"methionine","mtab_TSQ_cm_PMI_2020_1112_61",0.852,8037.09,12054319.4005537,5584555.31666707
"methionine","mtab_TSQ_cm_PMI_2020_1112_62",0.863,10277.74,15411189.6337971,7144316.83033414
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_51",2.83,98228.7,352899010.293173,223766484.094459
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_52",2.905,47183.84,169516633.763244,107527731.612739
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_53",2.854,134247.28,482298381.740825,305787569.18242
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_54",2.918,133589.92,479936768.073245,304290636.752173
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_55",2.838,79832.1,286807885.191243,181873963.791627
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_56",2.895,114572.35,411614763.028579,260984050.897422
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_57",2.842,91413.99,328416668.385246,208248106.946893
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_58",2.908,155364.11,558162131.199214,353874565.122237
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_59",2.844,109435.63,393160722.383373,249286772.765051
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_60",2.924,26085.53,93719418.753443,59482909.198247
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_61",2.854,35507.32,127567885.403482,80938098.1388132
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_62",2.91,97258.19,349412382.447665,221556450.18172
"proline","mtab_TSQ_cm_PMI_2020_1112_51",0.576,92033.16,1337636478.09096,255195423.158429
"proline","mtab_TSQ_cm_PMI_2020_1112_52",0.577,142236.34,2067295737.86266,394394036.714628
"proline","mtab_TSQ_cm_PMI_2020_1112_53",0.568,87020.9,1264787668.08762,241297904.260559
"proline","mtab_TSQ_cm_PMI_2020_1112_54",0.578,82011.01,1191973303.95895,227406956.673791
"proline","mtab_TSQ_cm_PMI_2020_1112_55",0.557,72362.75,1051744293.57186,200655176.901479
"proline","mtab_TSQ_cm_PMI_2020_1112_56",0.567,70763.68,1028503211.38298,196221427.346584
"proline","mtab_TSQ_cm_PMI_2020_1112_57",0.577,68742.38,999125385.879165,190616958.514507
"proline","mtab_TSQ_cm_PMI_2020_1112_58",0.577,79276.2,1152225235.40599,219824135.021066
"proline","mtab_TSQ_cm_PMI_2020_1112_59",0.578,81438.53,1183652808.46376,225819638.454335
"proline","mtab_TSQ_cm_PMI_2020_1112_60",0.568,90570.41,1316376687.73045,251139648.763673
"proline","mtab_TSQ_cm_PMI_2020_1112_61",0.577,98689.34,1434378225.75928,273651047.435228
"proline","mtab_TSQ_cm_PMI_2020_1112_62",0.567,78206.52,1136678373.29502,216858227.822582
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_51",4.513,34226.89,427168444.122141,541442867.663189
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_52",4.532,1670.45,20841899.7504918,26319356.576595
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_53",4.532,7427.63,92695427.1854807,117412202.586709
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_54",4.55,4064.63,50722896.7515065,64201213.6768585
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_55",4.534,84286.16,1051942227.52313,1333504497.4001
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_56",4.526,3681.07,45935806.7208032,58132344.5402952
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_57",4.543,30820.65,384656249.038757,487547714.863817
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_58",4.558,163420.67,2039594808.35948,2585608432.57597
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_59",4.545,45156.62,563578918.418935,714378265.170671
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_60",4.563,967.62,12070102.6749908,15198845.3260716
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_61",4.544,1381.07,17230240.2628369,21740648.2891336
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_62",4.56,35675.59,445249206.786339,564364889.558432
"s-(5'-adenosyl)-l-homocysteine pos","mtab_TSQ_cm_PMI_2020_1112_51",1.378,7837.83,9041496.38257475,10511596.7340803
"s-(5'-adenosyl)-l-homocysteine pos","mtab_TSQ_cm_PMI_2020_1112_52",1.495,2032.85,2346818.00743515,2723736.22299585
"s-(5'-adenosyl)-l-homocysteine pos","mtab_TSQ_cm_PMI_2020_1112_53",1.361,16232.11,18722322.9816099,21773217.227344
"s-(5'-adenosyl)-l-homocysteine pos","mtab_TSQ_cm_PMI_2020_1112_54",1.478,12262.68,14144519.5813173,16447898.7682771
"s-(5'-adenosyl)-l-homocysteine pos","mtab_TSQ_cm_PMI_2020_1112_55",1.386,5432.44,6267445.06512369,7284567.21894719
"s-(5'-adenosyl)-l-homocysteine pos","mtab_TSQ_cm_PMI_2020_1112_56",1.465,15395.73,17757755.4724368,20651144.3219661
"s-(5'-adenosyl)-l-homocysteine pos","mtab_TSQ_cm_PMI_2020_1112_57",1.379,7474.27,8622215.47720286,10023850.9421207
"s-(5'-adenosyl)-l-homocysteine pos","mtab_TSQ_cm_PMI_2020_1112_58",1.453,11332.75,13072064.1617648,15200320.805033
"s-(5'-adenosyl)-l-homocysteine pos","mtab_TSQ_cm_PMI_2020_1112_59",1.374,12532.48,14455670.390728,16809857.770012
"s-(5'-adenosyl)-l-homocysteine pos","mtab_TSQ_cm_PMI_2020_1112_60",1.466,1176.69,1359438.9229836,1575126.81259822
"s-(5'-adenosyl)-l-homocysteine pos","mtab_TSQ_cm_PMI_2020_1112_61",1.385,1559.78,1801243.08746517,2089073.7139125
"s-(5'-adenosyl)-l-homocysteine pos","mtab_TSQ_cm_PMI_2020_1112_62",1.446,7489.02,8639226.13116434,10043639.2863593
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_51",0.563,3496.49,1320915.26962757,23916.4972128942
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_52",0.523,853.62,308989.358326731,6452.8677975367
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_53",0.524,780.01,280804.897369191,5966.46560550135
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_54",0.524,3719.48,1406295.69278913,25389.9766966867
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_55",0.523,4195.12,1588413.02752414,28532.9238318543
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_56",0.523,6845.34,2603153.17314149,46045.1207803114
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_57",0.533,1719.27,640437.240786926,12172.9337876929
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_58",0.523,4149.15,1570811.61915275,28229.1619955839
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_59",0.594,5039.51,1911720.68936272,34112.5074065416
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_60",0.524,584.64,205999.869013333,4675.49432092118
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_61",0.523,4378.49,1658623.38760816,29744.6011848434
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_62",0,0,0,812.29397380058
"serine","mtab_TSQ_cm_PMI_2020_1112_51",0.522,4972.5,4379257.58739806,559991.818072968
"serine","mtab_TSQ_cm_PMI_2020_1112_52",0.572,3085.78,2735030.72630229,347722.411409857
"serine","mtab_TSQ_cm_PMI_2020_1112_53",0.523,8607.65,7547195.21148233,968972.023737512
"serine","mtab_TSQ_cm_PMI_2020_1112_54",0.523,3085.78,2735030.72630229,347722.411409857
"serine","mtab_TSQ_cm_PMI_2020_1112_55",0.432,6092.37,5355194.84090431,685985.150650043
"serine","mtab_TSQ_cm_PMI_2020_1112_56",0.522,4784.29,4215237.52213833,538816.855689539
"serine","mtab_TSQ_cm_PMI_2020_1112_57",0.522,5272.31,4640534.11768614,593722.573464159
"serine","mtab_TSQ_cm_PMI_2020_1112_58",0.532,3085.78,2735030.72630229,347722.411409857
"serine","mtab_TSQ_cm_PMI_2020_1112_59",0.373,3085.78,2735030.72630229,347722.411409857
"serine","mtab_TSQ_cm_PMI_2020_1112_60",0.523,5332.67,4693136.27027674,600513.502370507
"serine","mtab_TSQ_cm_PMI_2020_1112_61",0.522,9784.94,8573172.48489833,1101425.51432987
"serine","mtab_TSQ_cm_PMI_2020_1112_62",0.522,5208.26,4584716.22713895,586516.493337393
"spermidine","mtab_TSQ_cm_PMI_2020_1112_51",0.425,16850.37,55814556.8524318,11647746.2233336
"spermidine","mtab_TSQ_cm_PMI_2020_1112_52",0.416,22950.84,76123498.6660273,15875320.7381244
"spermidine","mtab_TSQ_cm_PMI_2020_1112_53",0.416,13093.25,43306810.4875295,9044093.59312456
"spermidine","mtab_TSQ_cm_PMI_2020_1112_54",0.406,15349.52,50818109.804756,10607669.7684827
"spermidine","mtab_TSQ_cm_PMI_2020_1112_55",0.435,12524.57,41413630.2849294,8650003.12549317
"spermidine","mtab_TSQ_cm_PMI_2020_1112_56",0.416,16082.01,53256626.310704,11115279.1914189
"spermidine","mtab_TSQ_cm_PMI_2020_1112_57",0.446,14349.5,47488965.0023995,9914664.3006612
"spermidine","mtab_TSQ_cm_PMI_2020_1112_58",0.435,18001.07,59645327.1610973,12445171.6666469
"spermidine","mtab_TSQ_cm_PMI_2020_1112_59",0.426,14569.24,48220496.6506364,10066942.2766008
"spermidine","mtab_TSQ_cm_PMI_2020_1112_60",0.446,14259.72,47190080.3597368,9852447.51409592
"spermidine","mtab_TSQ_cm_PMI_2020_1112_61",0.426,15031.11,49758098.0084736,10387014.3105828
"spermidine","mtab_TSQ_cm_PMI_2020_1112_62",0.455,11515.03,38052792.657911,7950400.37756359
"sucrose pos","mtab_TSQ_cm_PMI_2020_1112_51",0.597,6455.36,3580082.55883342,1693374.74727952
"sucrose pos","mtab_TSQ_cm_PMI_2020_1112_52",0.598,2051.05,1133000.33930999,544348.110820456
"sucrose pos","mtab_TSQ_cm_PMI_2020_1112_53",0.609,8755.27,4857937.40272591,2293391.06117627
"sucrose pos","mtab_TSQ_cm_PMI_2020_1112_54",0.589,4557.93,2525849.9512762,1198360.17954552
"sucrose pos","mtab_TSQ_cm_PMI_2020_1112_55",0.588,4533.08,2512043.02280042,1191877.14090474
"sucrose pos","mtab_TSQ_cm_PMI_2020_1112_56",0.598,6306.02,3497107.64138583,1654413.90258676
"sucrose pos","mtab_TSQ_cm_PMI_2020_1112_57",0.598,14667.89,8143052.95381079,3835915.96774747
"sucrose pos","mtab_TSQ_cm_PMI_2020_1112_58",0.588,13341.7,7406207.46184729,3489930.41382287
"sucrose pos","mtab_TSQ_cm_PMI_2020_1112_59",0.599,20694.08,11491269.2238894,5408069.79578484
"sucrose pos","mtab_TSQ_cm_PMI_2020_1112_60",0.598,11621.6,6450501.31813754,3041178.91418428
"sucrose pos","mtab_TSQ_cm_PMI_2020_1112_61",0.578,9129.79,5066024.76098542,2391098.41054238
"sucrose pos","mtab_TSQ_cm_PMI_2020_1112_62",0.608,11316.8,6281151.14512276,2961660.59717373
"thiamine","mtab_TSQ_cm_PMI_2020_1112_51",0.535,12763.49,23763317.1862655,5106324.98125647
"thiamine","mtab_TSQ_cm_PMI_2020_1112_52",0.546,24577.59,45816428.2895683,9856317.798982
"thiamine","mtab_TSQ_cm_PMI_2020_1112_53",0.536,7223.29,13421552.1652721,2878824.77313541
"thiamine","mtab_TSQ_cm_PMI_2020_1112_54",0.536,8770.96,16310552.4667126,3501083.03946202
"thiamine","mtab_TSQ_cm_PMI_2020_1112_55",0.546,17469.38,32547694.7528954,6998381.3969806
"thiamine","mtab_TSQ_cm_PMI_2020_1112_56",0.556,4823.31,8941564.21987592,1913885.61038201
"thiamine","mtab_TSQ_cm_PMI_2020_1112_57",0.546,9142.28,17003687.0444526,3650376.45437114
"thiamine","mtab_TSQ_cm_PMI_2020_1112_58",0.545,8985.36,16710768.0582979,3587284.98968424
"thiamine","mtab_TSQ_cm_PMI_2020_1112_59",0.536,6495.28,12062592.4972216,2586120.10064809
"thiamine","mtab_TSQ_cm_PMI_2020_1112_60",0.556,22508.02,41953209.1576783,9024223.72192322
"thiamine","mtab_TSQ_cm_PMI_2020_1112_61",0.536,14233,26506417.9977886,5697158.13364013
"thiamine","mtab_TSQ_cm_PMI_2020_1112_62",0.535,11373.32,21168318.5437554,4547391.37519104
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_51",4.237,1797.21,15363085.4104251,12253612.6302377
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_52",4.122,945.59,8079491.74594406,6452805.44509688
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_53",4.092,1007.64,8610182.64902413,6875458.84196167
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_54",4.118,786.41,6718083.559767,5368551.33207615
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_55",4.106,1972.19,16859625.2044775,13445488.3978993
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_56",4.184,788.23,6733649.3525729,5380948.25685123
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_57",4.153,749.67,6403859.80828978,5118296.92755057
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_58",4.167,1514.47,12944913.8401293,10327729.9319372
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_59",4.204,927.81,7927425.92391724,6331697.0261403
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_60",4.179,652.18,5570063.57716526,4454244.07242812
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_61",4.177,706.06,6030879.46528701,4821247.53774762
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_62",4.031,712.13,6082793.95008469,4862593.32532166
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_51",3.719,113395,580703552.906656,411796107.387934
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_52",3.755,66300.6,339531323.698751,240795422.912675
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_53",3.743,114235.5,585007785.652997,414847979.272945
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_54",3.773,128432.95,657713471.797586,466399196.993168
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_55",3.733,74281.22,380400384.900533,269773209.709767
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_56",3.749,104568.86,535504551.345939,379748220.98797
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_57",3.749,90200.12,461921682.539694,327575045.938558
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_58",3.781,141237.86,723287907.176455,512894074.826713
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_59",3.751,102368.44,524236116.105365,371758453.072187
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_60",3.792,37208.24,190548231.991056,135160496.615692
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_61",3.749,53027.54,271559474.208997,192600683.302845
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_62",3.783,83409.34,427145837.626914,302917591.376638
"uracil pos","mtab_TSQ_cm_PMI_2020_1112_51",0.829,13720.62,11424943.4441374,2970472.60146851
"uracil pos","mtab_TSQ_cm_PMI_2020_1112_52",0.714,8421.49,7029878.88647808,1824550.8129282
"uracil pos","mtab_TSQ_cm_PMI_2020_1112_53",0.745,8421.49,7029878.88647808,1824550.8129282
"uracil pos","mtab_TSQ_cm_PMI_2020_1112_54",0.853,9056.38,7556452.59518353,1961843.96941358
"uracil pos","mtab_TSQ_cm_PMI_2020_1112_55",0.83,22519.35,18722553.8774374,4873172.93501069
"uracil pos","mtab_TSQ_cm_PMI_2020_1112_56",0.745,8421.49,7029878.88647808,1824550.8129282
"uracil pos","mtab_TSQ_cm_PMI_2020_1112_57",0.83,8421.49,7029878.88647808,1824550.8129282
