"compound","sample","rt","peakIntensity","sampMqConc","sampPooledConc"
"xanthosine neg","mtab_TSQ_cm_PMI_2020_1112_87",3.022,137.37,101952.085621643,87239.6973228994
"xanthosine neg","mtab_TSQ_cm_PMI_2020_1112_89",3.039,39.21,29079.7904451253,25521.6842315525
"xanthosine neg","mtab_TSQ_cm_PMI_2020_1112_90",3.006,56.65,42026.9463933575,36487.0687905693
"xanthosine neg","mtab_TSQ_cm_PMI_2020_1112_88",0,0,0,868.431447203411
"3-3-dimethyl-2oxobutanoic acid","mtab_TSQ_cm_PMI_2020_1112_79",3.574,365.34,5525.29184031715,0
"3-3-dimethyl-2oxobutanoic acid","mtab_TSQ_cm_PMI_2020_1112_80",3.556,129.2,1902.25183669903,0
"3-3-dimethyl-2oxobutanoic acid","mtab_TSQ_cm_PMI_2020_1112_81",3.604,186.8,2785.99497300971,0
"3-3-dimethyl-2oxobutanoic acid","mtab_TSQ_cm_PMI_2020_1112_82",3.438,277.82,4182.49324153398,0
"3-3-dimethyl-2oxobutanoic acid","mtab_TSQ_cm_PMI_2020_1112_83",3.685,147.55,2183.79153377023,0
"3-3-dimethyl-2oxobutanoic acid","mtab_TSQ_cm_PMI_2020_1112_84",3.646,204.11,3051.57819678641,0
"3-3-dimethyl-2oxobutanoic acid","mtab_TSQ_cm_PMI_2020_1112_85",3.606,122.15,1794.08535907767,0
"3-3-dimethyl-2oxobutanoic acid","mtab_TSQ_cm_PMI_2020_1112_86",3.567,169.56,2521.48574262783,0
"3-3-dimethyl-2oxobutanoic acid","mtab_TSQ_cm_PMI_2020_1112_87",3.687,372.67,5637.7542915178,0
"3-3-dimethyl-2oxobutanoic acid","mtab_TSQ_cm_PMI_2020_1112_88",3.48,208.45,3118.16578726537,0
"3-3-dimethyl-2oxobutanoic acid","mtab_TSQ_cm_PMI_2020_1112_89",3.693,160.97,2389.69141032039,0
"3-3-dimethyl-2oxobutanoic acid","mtab_TSQ_cm_PMI_2020_1112_90",3.579,214.96,3218.04717298382,0
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_79",5.071,408.96,25818.2118687545,0
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_80",5.029,715.82,45089.611455048,0
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_81",5.076,688.22,43356.2782458265,0
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_82",5.031,212.7,13492.705504921,0
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_83",5.044,924.81,58214.586360671,0
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_84",5.072,503.75,31771.2066115843,0
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_85",5.028,553.16,34874.249867658,0
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_86",5.048,1125.21,70800.0927058878,0
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_87",5.074,678.55,42748.9836033203,0
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_88",5.063,537.48,33889.515638651,0
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_89",5.074,716.66,45142.3650744591,0
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_90",5.074,427.61,26989.4678235364,0
"4-methyl-2-oxopentanoic acid","mtab_TSQ_cm_PMI_2020_1112_79",4.494,105.76,212.141938242552,0
"4-methyl-2-oxopentanoic acid","mtab_TSQ_cm_PMI_2020_1112_80",4.42,112.47,220.142073867422,0
"4-methyl-2-oxopentanoic acid","mtab_TSQ_cm_PMI_2020_1112_81",4.494,161.97,279.159467821385,0
"4-methyl-2-oxopentanoic acid","mtab_TSQ_cm_PMI_2020_1112_82",4.61,296.16,439.150257612947,0
"4-methyl-2-oxopentanoic acid","mtab_TSQ_cm_PMI_2020_1112_83",4.593,87.13,189.929937245333,0
"4-methyl-2-oxopentanoic acid","mtab_TSQ_cm_PMI_2020_1112_84",4.561,140.4,253.442191304476,0
"4-methyl-2-oxopentanoic acid","mtab_TSQ_cm_PMI_2020_1112_85",4.548,255.39,390.54138586541,0
"4-methyl-2-oxopentanoic acid","mtab_TSQ_cm_PMI_2020_1112_86",4.522,98.44,203.414517560875,0
"4-methyl-2-oxopentanoic acid","mtab_TSQ_cm_PMI_2020_1112_87",4.613,142.49,255.934036826977,0
"4-methyl-2-oxopentanoic acid","mtab_TSQ_cm_PMI_2020_1112_88",4.491,63.62,161.899655793663,0
"4-methyl-2-oxopentanoic acid","mtab_TSQ_cm_PMI_2020_1112_89",4.544,76.59,177.363405280186,0
"4-methyl-2-oxopentanoic acid","mtab_TSQ_cm_PMI_2020_1112_90",4.534,269.62,407.507396288943,0
"6-phosphogluconic acid","mtab_TSQ_cm_PMI_2020_1112_79",0.75,2698.12,92073.4799331078,0
"6-phosphogluconic acid","mtab_TSQ_cm_PMI_2020_1112_80",0.846,2248.18,76973.1673079536,0
"6-phosphogluconic acid","mtab_TSQ_cm_PMI_2020_1112_81",0.725,2809.48,95810.8022737247,0
"6-phosphogluconic acid","mtab_TSQ_cm_PMI_2020_1112_82",0.688,1633.83,56355.135878733,0
"6-phosphogluconic acid","mtab_TSQ_cm_PMI_2020_1112_83",0.607,1633.83,56355.135878733,0
"6-phosphogluconic acid","mtab_TSQ_cm_PMI_2020_1112_84",0.563,1989.88,68304.4320297446,0
"6-phosphogluconic acid","mtab_TSQ_cm_PMI_2020_1112_85",0.698,1721.96,59312.8425766368,0
"6-phosphogluconic acid","mtab_TSQ_cm_PMI_2020_1112_86",0.768,1642.62,56650.1346518474,0
"6-phosphogluconic acid","mtab_TSQ_cm_PMI_2020_1112_87",0.732,2894.11,98651.0464339834,0
"6-phosphogluconic acid","mtab_TSQ_cm_PMI_2020_1112_88",0.743,1996.95,68541.7063557877,0
"6-phosphogluconic acid","mtab_TSQ_cm_PMI_2020_1112_89",0.807,1633.83,56355.135878733,0
"6-phosphogluconic acid","mtab_TSQ_cm_PMI_2020_1112_90",0.752,1633.83,56355.135878733,0
"adenosine 5'-monophosphate neg","mtab_TSQ_cm_PMI_2020_1112_79",0.817,41498.25,3594941.41130359,0
"adenosine 5'-monophosphate neg","mtab_TSQ_cm_PMI_2020_1112_80",0.801,22414.63,1942946.66661117,0
"adenosine 5'-monophosphate neg","mtab_TSQ_cm_PMI_2020_1112_81",0.81,81197.51,7031551.91225561,0
"adenosine 5'-monophosphate neg","mtab_TSQ_cm_PMI_2020_1112_82",0.809,128757.16,11148605.7971795,0
"adenosine 5'-monophosphate neg","mtab_TSQ_cm_PMI_2020_1112_83",0.798,1072.11,95407.7364452587,0
"adenosine 5'-monophosphate neg","mtab_TSQ_cm_PMI_2020_1112_84",0.817,51352.4,4447976.84239113,0
"adenosine 5'-monophosphate neg","mtab_TSQ_cm_PMI_2020_1112_85",0.81,34740.87,3009981.31212484,0
"adenosine 5'-monophosphate neg","mtab_TSQ_cm_PMI_2020_1112_86",0.61,1098.95,97731.1708328406,0
"adenosine 5'-monophosphate neg","mtab_TSQ_cm_PMI_2020_1112_87",0.817,4913.79,427967.029220422,0
"adenosine 5'-monophosphate neg","mtab_TSQ_cm_PMI_2020_1112_88",0.8,16171.67,1402517.90564627,0
"adenosine 5'-monophosphate neg","mtab_TSQ_cm_PMI_2020_1112_89",0.82,35371.13,3064540.4685003,0
"adenosine 5'-monophosphate neg","mtab_TSQ_cm_PMI_2020_1112_90",0.81,29610.25,2565843.49775766,0
"aspartic acid neg","mtab_TSQ_cm_PMI_2020_1112_79",0.402,3830.03,378479.437862437,0
"aspartic acid neg","mtab_TSQ_cm_PMI_2020_1112_80",0.44,2197.95,216908.096665518,0
"aspartic acid neg","mtab_TSQ_cm_PMI_2020_1112_81",0.438,4406.8,435578.049733269,0
"aspartic acid neg","mtab_TSQ_cm_PMI_2020_1112_82",0.412,2832.27,279703.997079731,0
"aspartic acid neg","mtab_TSQ_cm_PMI_2020_1112_83",0.419,2408.78,237779.675181612,0
"aspartic acid neg","mtab_TSQ_cm_PMI_2020_1112_84",0.428,3169.74,313112.5803071,0
"aspartic acid neg","mtab_TSQ_cm_PMI_2020_1112_85",0.429,2634.2,260095.622765437,0
"aspartic acid neg","mtab_TSQ_cm_PMI_2020_1112_86",0.419,3618.09,357497.97246045,0
"aspartic acid neg","mtab_TSQ_cm_PMI_2020_1112_87",0.419,2700.93,266701.705554314,0
"aspartic acid neg","mtab_TSQ_cm_PMI_2020_1112_88",0.438,1248.9,122954.809226828,0
"aspartic acid neg","mtab_TSQ_cm_PMI_2020_1112_89",0.438,1799.9,177502.263395437,0
"aspartic acid neg","mtab_TSQ_cm_PMI_2020_1112_90",0.421,3280.91,324118.098419485,0
"d-erythrose-4-phosphate","mtab_TSQ_cm_PMI_2020_1112_79",0.545,1916.53,41604.625000912,0
"d-erythrose-4-phosphate","mtab_TSQ_cm_PMI_2020_1112_80",0.539,3668.32,77072.7156531067,0
"d-erythrose-4-phosphate","mtab_TSQ_cm_PMI_2020_1112_81",0.572,4823.63,100464.012447464,0
"d-erythrose-4-phosphate","mtab_TSQ_cm_PMI_2020_1112_82",0.546,1201.22,27121.9073667085,0
"d-erythrose-4-phosphate","mtab_TSQ_cm_PMI_2020_1112_83",0.535,1502.23,33216.3878507946,0
"d-erythrose-4-phosphate","mtab_TSQ_cm_PMI_2020_1112_84",0.544,1521.97,33616.0591067524,0
"d-erythrose-4-phosphate","mtab_TSQ_cm_PMI_2020_1112_85",0.581,1304.96,29222.307371423,0
"d-erythrose-4-phosphate","mtab_TSQ_cm_PMI_2020_1112_86",0.58,2183.46,47009.0955355025,0
"d-erythrose-4-phosphate","mtab_TSQ_cm_PMI_2020_1112_87",0.571,2141.21,46153.6694684196,0
"d-erythrose-4-phosphate","mtab_TSQ_cm_PMI_2020_1112_88",0.564,2630.06,56051.3033830585,0
"d-erythrose-4-phosphate","mtab_TSQ_cm_PMI_2020_1112_89",0.581,3087.57,65314.4035002447,0
"d-erythrose-4-phosphate","mtab_TSQ_cm_PMI_2020_1112_90",0.555,2424.6,51891.4018506831,0
"d-fructose 1_6-bisphosphate","mtab_TSQ_cm_PMI_2020_1112_79",0.517,3551.51,165032.003106721,0
"d-fructose 1_6-bisphosphate","mtab_TSQ_cm_PMI_2020_1112_80",0.503,1739.86,81425.0049162591,0
"d-fructose 1_6-bisphosphate","mtab_TSQ_cm_PMI_2020_1112_81",0.466,1218.3,57355.1978474448,0
"d-fructose 1_6-bisphosphate","mtab_TSQ_cm_PMI_2020_1112_82",0.51,5622.12,260589.912483893,0
"d-fructose 1_6-bisphosphate","mtab_TSQ_cm_PMI_2020_1112_83",0.508,1229.51,57872.535329693,0
"d-fructose 1_6-bisphosphate","mtab_TSQ_cm_PMI_2020_1112_84",0.508,1016.31,48033.4317422415,0
"d-fructose 1_6-bisphosphate","mtab_TSQ_cm_PMI_2020_1112_85",0.484,1102.5,52011.069351071,0
"d-fructose 1_6-bisphosphate","mtab_TSQ_cm_PMI_2020_1112_86",0.517,799.77,38040.1883518721,0
"d-fructose 1_6-bisphosphate","mtab_TSQ_cm_PMI_2020_1112_87",0.517,1361.07,63943.9821775594,0
"d-fructose 1_6-bisphosphate","mtab_TSQ_cm_PMI_2020_1112_88",0.51,1873.2,87578.5981261596,0
"d-fructose 1_6-bisphosphate","mtab_TSQ_cm_PMI_2020_1112_89",0.466,1654.12,77468.134646146,0
"d-fructose 1_6-bisphosphate","mtab_TSQ_cm_PMI_2020_1112_90",0.511,3622.44,168305.397184854,0
"d-ribose 5-phosphate","mtab_TSQ_cm_PMI_2020_1112_79",0.675,743.8,52977.1184244634,0
"d-ribose 5-phosphate","mtab_TSQ_cm_PMI_2020_1112_80",0.476,3545.44,245576.300720228,0
"d-ribose 5-phosphate","mtab_TSQ_cm_PMI_2020_1112_81",0.509,506.34,36652.893389144,0
"d-ribose 5-phosphate","mtab_TSQ_cm_PMI_2020_1112_82",0.509,713.01,50860.4550334187,0
"d-ribose 5-phosphate","mtab_TSQ_cm_PMI_2020_1112_83",0.648,460.68,33513.9895101215,0
"d-ribose 5-phosphate","mtab_TSQ_cm_PMI_2020_1112_84",0.481,2298.86,159879.962623165,0
"d-ribose 5-phosphate","mtab_TSQ_cm_PMI_2020_1112_85",0.562,408.76,29944.7409468529,0
"d-ribose 5-phosphate","mtab_TSQ_cm_PMI_2020_1112_86",0.508,1400.84,98145.4365294337,0
"d-ribose 5-phosphate","mtab_TSQ_cm_PMI_2020_1112_87",0.657,249.81,19017.69820549,0
"d-ribose 5-phosphate","mtab_TSQ_cm_PMI_2020_1112_88",0.483,667.13,47706.427219806,0
"d-ribose 5-phosphate","mtab_TSQ_cm_PMI_2020_1112_89",0.474,1325.32,92953.8022555883,0
"d-ribose 5-phosphate","mtab_TSQ_cm_PMI_2020_1112_90",0.562,821.97,58350.9273649625,0
"glutamic acid","mtab_TSQ_cm_PMI_2020_1112_79",0.533,9329.08,200648.832124881,0
"glutamic acid","mtab_TSQ_cm_PMI_2020_1112_80",0.527,9734.51,209156.168098007,0
"glutamic acid","mtab_TSQ_cm_PMI_2020_1112_81",0.534,12614.04,269578.75437602,0
"glutamic acid","mtab_TSQ_cm_PMI_2020_1112_82",0.525,8080.97,174459.129583337,0
"glutamic acid","mtab_TSQ_cm_PMI_2020_1112_83",0.533,6024.61,131309.522002011,0
"glutamic acid","mtab_TSQ_cm_PMI_2020_1112_84",0.533,15032.25,320321.237476857,0
"glutamic acid","mtab_TSQ_cm_PMI_2020_1112_85",0.543,9484.27,203905.259793454,0
"glutamic acid","mtab_TSQ_cm_PMI_2020_1112_86",0.533,8609.24,185544.077353663,0
"glutamic acid","mtab_TSQ_cm_PMI_2020_1112_87",0.533,6451.67,140270.730843693,0
"glutamic acid","mtab_TSQ_cm_PMI_2020_1112_88",0.534,12478.46,266733.812928085,0
"glutamic acid","mtab_TSQ_cm_PMI_2020_1112_89",0.535,12321.25,263434.998611593,0
"glutamic acid","mtab_TSQ_cm_PMI_2020_1112_90",0.544,7852.85,169672.376056984,0
"malic acid","mtab_TSQ_cm_PMI_2020_1112_79",0.555,8909.04,642265.265008142,0
"malic acid","mtab_TSQ_cm_PMI_2020_1112_80",0.558,4606.33,331870.022790314,0
"malic acid","mtab_TSQ_cm_PMI_2020_1112_81",0.566,13558.92,977705.168902162,0
"malic acid","mtab_TSQ_cm_PMI_2020_1112_82",0.557,12372.12,892090.039492065,0
"malic acid","mtab_TSQ_cm_PMI_2020_1112_83",0.564,4252.44,306340.583839404,0
"malic acid","mtab_TSQ_cm_PMI_2020_1112_84",0.573,9410.13,678413.634738599,0
"malic acid","mtab_TSQ_cm_PMI_2020_1112_85",0.548,4678.48,337074.885940751,0
"malic acid","mtab_TSQ_cm_PMI_2020_1112_86",0.556,4965.41,357773.865618573,0
"malic acid","mtab_TSQ_cm_PMI_2020_1112_87",0.555,5883.06,423972.65522354,0
"malic acid","mtab_TSQ_cm_PMI_2020_1112_88",0.575,4136.08,297946.434481333,0
"malic acid","mtab_TSQ_cm_PMI_2020_1112_89",0.566,6691.1,482264.236929417,0
"malic acid","mtab_TSQ_cm_PMI_2020_1112_90",0.558,9495.86,684598.151965029,0
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_79",0.572,337.07,21550.5451017096,0
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_80",0.789,1689.8,107984.181499914,0
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_81",0.495,269.88,17257.3927138751,0
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_82",0.529,979.15,62576.6990707639,0
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_83",0.589,1978.44,126427.037657445,0
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_84",0.563,269.88,17257.3927138751,0
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_85",0.725,1700.59,108673.616151867,0
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_86",0.777,1410.03,90108.0802416244,0
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_87",0.786,441.81,28242.9811949048,0
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_88",0.442,1043.36,66679.4422590784,0
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_89",0.67,364.38,23295.5367926124,0
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_90",0.679,777.08,49665.294054992,0
"taurine","mtab_TSQ_cm_PMI_2020_1112_79",0.541,1609.26,415610.561352869,0
"taurine","mtab_TSQ_cm_PMI_2020_1112_81",0.516,2197.95,567061.366416003,0
"taurine","mtab_TSQ_cm_PMI_2020_1112_82",0.525,1520.59,392798.652054345,0
"taurine","mtab_TSQ_cm_PMI_2020_1112_83",0.682,833.18,215950.399309353,0
"taurine","mtab_TSQ_cm_PMI_2020_1112_84",0.532,2254.98,581733.331988292,0
"taurine","mtab_TSQ_cm_PMI_2020_1112_85",0.517,990.54,256434.013239834,0
"taurine","mtab_TSQ_cm_PMI_2020_1112_86",0.542,434.1,113280.085078441,0
"taurine","mtab_TSQ_cm_PMI_2020_1112_87",0.532,1645.47,424926.217557894,0
"taurine","mtab_TSQ_cm_PMI_2020_1112_89",0.543,361.75,94666.7813934494,0
"taurine","mtab_TSQ_cm_PMI_2020_1112_90",0.561,1439.6,371962.557162189,0
"taurine","mtab_TSQ_cm_PMI_2020_1112_80",0,0,1600.26296849089,0
"taurine","mtab_TSQ_cm_PMI_2020_1112_88",0,0,1600.26296849089,0
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_79",0.538,632.33,138882.902523121,0
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_81",0.487,1005.29,219945.760967439,0
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_82",0.539,442.47,97616.8302788095,0
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_83",0.52,124.46,28497.3546946244,0
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_86",0.547,285.83,63571.1252522168,0
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_87",0.52,39.2,9966.09313584444,0
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_89",0.504,21.32,6079.87501866187,0
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_90",0.479,516.2,113642.046262024,0
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_80",0,0,1445.97287893411,0
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_84",0,0,1445.97287893411,0
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_85",0,0,1445.97287893411,0
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_88",0,0,1445.97287893411,0
