OrthologID,Log2 Fold Change,Post-p (Low N /Replete > 2),Post-p (Replete /Low N > 2)
OG_17648,-0.080988609,0,0
OG_1765,-0.055755555,0,0
OG_17657,-0.105479496,0,0
OG_1766,0.092030582,0,0
OG_17660,0.164430183,0,0
OG_17669,-0.022735544,0,0
OG_1767,0.078009012,0,0
OG_17672,-0.071876989,0,0
OG_17673,0.041711668,0,0
OG_17676,0.259316653,0,0
OG_17678,0.171253715,0,0
OG_1768,-0.016235245,0,0
OG_17688,-0.042567945,0,0
OG_1769,-0.043406505,0,0
OG_17692,0.115582334,0,0
OG_17693,0.013813687,0,0
OG_17695,-0.256784779,0,0
OG_17696,0.058537109,0,0
OG_17698,0.093705972,0,0
OG_17699,0.007905861,0,0
OG_177,-0.013963875,0,0
OG_1770,0.192253899,0,0
OG_17700,-0.016574281,0,0
OG_17706,-0.113730538,0,0
OG_17709,-0.089342537,0,0
OG_1771,0.109189626,0,0
OG_17710,-0.160682335,0,0
OG_17711,0.048247661,0,0
OG_17712,-0.117061675,0,0
OG_17714,-0.088642323,0,0
OG_17715,-0.283509727,0,0
OG_17716,0.062483395,0,0
OG_17718,-0.057036165,0,0
OG_17719,0.012966855,0,0
OG_1772,-0.179022448,0,0
OG_17720,0.115467824,0,0
OG_17721,-0.103945702,0,0
OG_17725,0.014699349,0,0
OG_17726,0.189399694,0,0
OG_17727,-0.01293703,0,0
OG_17728,0.127491121,0,0
OG_1773,-0.083169758,0,0
OG_17730,0.024440944,0,0
OG_17733,-0.082735004,0,0
OG_17735,0.015497282,0,0
OG_17737,-0.03341902,0,0
OG_17740,0.089424096,0,0
OG_17742,-0.006830543,0,0
OG_17744,-0.02112502,0,0
OG_17746,0.12460859,0,0
OG_17747,0.056366194,0,0
OG_17749,0.022526799,0,0
OG_17757,0.002900911,0,0
OG_17759,-0.2205879,0,0
OG_1776,0.076762521,0,0
OG_17760,-0.055217772,0,0
OG_17761,-0.312771543,0,0
OG_17762,0.071008557,0,0
OG_17764,-0.013245221,0,0
OG_17767,-0.174777629,0,0
OG_1777,-0.044340705,0,0
OG_17771,0.019915731,0,0
OG_17775,0.064735384,0,0
OG_17777,0.047447208,0,0
OG_17780,-0.043510959,0,0
OG_17781,0.116011893,0,0
OG_17782,0.150792036,0,0
OG_17784,-0.186612112,0,0
OG_17786,0.184037899,0,0
OG_17787,0.085528141,0,0
OG_1779,-0.167447169,0,0
OG_17790,-0.001907619,0,0
OG_17791,0.060607767,0,0
OG_17792,0.069975084,0,0
OG_17793,-0.072095598,0,0
OG_17794,-0.153351527,0,0
OG_17796,0.191516295,0,0
OG_17797,-0.240964431,0,0
OG_17798,-0.017047042,0,0
OG_17799,-0.016224975,0,0
OG_178,-0.074344387,0,0
OG_1780,-0.004189866,0,0
OG_17801,0.051225674,0,0
OG_17802,0.089213359,0,0
OG_17803,-0.079482181,0,0
OG_17804,0.00841004,0,0
OG_17806,-0.003195207,0,0
OG_17807,0.017817191,0,0
OG_17808,0.122714492,2.03E-11,0
OG_17809,0.002995722,0,0
OG_17812,-0.119975934,0,0
OG_17817,0.079809765,0,0
OG_17818,0.053007126,0,0
OG_17819,-0.024047009,0,0
OG_1782,-0.006238734,0,0
OG_17820,-0.042088701,0,0
OG_17821,0.066194849,0,0
OG_17823,-0.170505911,0,0
OG_17824,-0.072185977,0,0
OG_17825,0.132075367,0,0
OG_17828,-0.092406619,0,0
OG_1783,-0.023310099,0,0
OG_17831,-0.058817427,0,0
OG_17832,-0.206411939,0,0
OG_17835,-0.014737832,0,0
OG_17839,0.020240697,0,0
OG_1784,0.004754703,0,0
OG_17840,-0.124606866,0,0
OG_17841,-0.139787788,0,0
OG_17842,0.214666645,0,0
OG_17844,-0.004302113,0,0
OG_17847,-0.123196463,0,0
OG_17848,0.364342061,0,0
OG_17850,-0.043233221,0,0
OG_17851,-0.117728952,0,0
OG_17852,-0.025609646,0,0
OG_17855,-0.025864486,0,0
OG_17857,-0.111275203,0,0
OG_17858,-0.029317528,0,0
OG_1786,0.062939083,0,0
OG_17861,-0.011768511,0,0
OG_17862,0.054084032,0,0
OG_17864,-0.015882668,0,0
OG_17865,-0.077044334,0,0
OG_17868,0.085017423,0,0
OG_17869,-0.092977436,0,0
OG_1787,-0.049996797,0,0
OG_17870,0.157267553,0,0
OG_17873,0.131910469,0,0
OG_17876,0.132813845,0,0
OG_17879,-0.022022418,0,0
OG_1788,-0.006601676,0,0
OG_17885,-0.009506427,0,0
OG_17889,-0.095601543,0,0
OG_1789,0.130592273,0,0
OG_17891,0.056318142,0,0
OG_17893,0.067512788,0,0
OG_17894,-0.051533877,0,0
OG_17897,0.020396952,0,0
OG_179,0.021917211,0,0
OG_1790,0.050116317,0,0
OG_17900,-0.005038424,0,0
OG_17901,-0.002177006,0,0
OG_17902,-0.103270235,0,0
OG_17907,0.122258396,0,0
OG_17908,-0.178384771,0,0
OG_1791,0.034236374,0,0
OG_17910,-0.000488754,0,0
OG_17912,0.26780033,0,0
OG_17913,0.040885549,0,0
OG_17915,-0.037764213,0,0
OG_17918,0.146711089,0,0
OG_17919,-0.095690883,0,0
OG_1792,-0.041245238,0,0
OG_17921,0.04899228,0,0
OG_17922,0.089135987,0,0
OG_17924,0.019554638,0,0
OG_17925,-0.08511727,0,0
OG_17927,-0.060341821,0,0
OG_17928,-0.09521738,0,0
OG_1793,-0.127071955,0,0
OG_17930,0.051917675,0,0
OG_17931,0.16934887,0,0
OG_17932,0.070272251,0,0
OG_17933,-0.087493734,0,0
OG_17935,0.014025127,0,0
OG_17936,0.21124865,0,0
OG_1794,0.034953008,0,0
OG_17941,0.198473684,0,0
OG_17942,-0.061941059,0,0
OG_17943,0.045224782,0,0
OG_17944,-0.051075459,0,0
OG_17947,-0.019706092,0,0
OG_17949,-0.209622108,0,0
OG_1795,-0.076857676,0,0
OG_17950,0.158208446,0,0
OG_17951,0.030320935,0,0
OG_17954,0.107104054,0,0
OG_17956,0.091783446,0,0
OG_17957,0.109197055,0,0
OG_17958,-0.056212904,0,0
OG_17959,0.088894578,0,0
OG_1796,-0.12335322,0,0
OG_17960,0.07693215,0,0
OG_17962,-0.024675958,0,0
OG_17963,-0.063918677,0,0
OG_17964,0.041666982,0,0
OG_17965,0.290003031,0,0
OG_17966,-0.000348176,0,0
OG_17969,0.047855114,0,0
OG_1797,0.052182693,0,0
OG_17972,0.101783959,0,0
OG_17973,-0.014607591,0,0
OG_17977,-0.160144925,0,0
OG_1798,-0.079881894,0,0
OG_17981,0.040210863,0,0
OG_17982,-0.159755771,0,0
OG_17983,0.156618461,0,0
OG_17984,0.126864835,0,0
OG_17985,0.134769596,0,0
OG_17986,-0.425456421,0,6.39E-05
OG_17987,0.09645105,0,0
OG_17988,-0.119344422,0,0
OG_17989,0.164119269,0,0
OG_1799,-0.09311146,0,0
OG_17991,0.183572199,0,0
OG_17993,-0.023125632,0,0
OG_17996,-0.004237194,0,0
OG_17998,0.068199913,0,0
OG_17999,0.131997182,0,0
OG_18,0.004158023,0,0
OG_180,-0.137854758,0,0
OG_18001,-0.108461299,0,0
OG_18002,0.074288936,0,0
OG_18003,-0.08355323,0,0
OG_18005,-0.127587346,0,0
OG_18006,-0.104845616,0,0
OG_18007,0.123803488,0,0
OG_18008,0.018962292,0,0
OG_18009,-0.019143331,0,0
OG_18012,0.244150044,0,0
OG_18014,-0.197836655,0,0
OG_18017,-0.055552018,0,0
OG_1802,-0.057812301,0,0
OG_18020,-0.015880748,0,0
OG_18022,0.086477502,0,0
OG_18028,0.185565517,0,0
OG_18029,-0.011999461,0,0
OG_1803,0.09145744,0,0
OG_18031,-0.478961202,0,3.79E-07
OG_18032,-0.057558182,0,0
OG_18033,0.072618832,0,0
OG_18035,0.252324039,0,0
OG_18036,0.152646588,0,0
OG_18039,0.22818873,0,0
OG_1804,0.049414538,0,0
OG_18041,-0.128611059,0,0
OG_18046,0.180583798,0,0
OG_18047,-0.1326921,0,0
OG_18048,-0.014364735,0,0
OG_1805,0.006031545,0,0
OG_18050,-0.06053418,0,0
OG_18053,0.027080056,0,0
OG_18054,-0.099712604,0,0
OG_18055,0.069133339,0,0
OG_18056,0.237559823,0,0
OG_18057,0.028119439,0,0
OG_18058,-0.0849337,0,0
OG_18063,-0.071492403,0,0
OG_18064,-0.149006163,0,0
OG_18065,-0.063641327,0,0
OG_18066,0.039043322,0,0
OG_18068,-0.107055177,0,0
OG_1807,0.106067834,0,0
OG_18070,0.009555696,0,0
OG_18074,0.161294158,0,0
OG_18076,0.120540631,0,0
OG_18077,-0.000421229,0,0
OG_18079,0.005016093,0,0
OG_1808,0.060822184,0,0
OG_18080,0.261126941,0,0
OG_18082,-0.042689307,0,0
OG_18084,-0.040103443,0,0
OG_18086,-0.253958727,0,0
OG_18087,-0.249509909,0,0
OG_18088,0.026247447,0,0
OG_18089,-0.163897663,0,0
OG_1809,0.226577057,0,0
OG_18090,-0.088078486,0,0
OG_18091,-0.006568395,0,0
OG_18092,-0.258160429,0,0
OG_18093,-0.02846836,0,0
OG_18095,-0.129754723,0,1.36E-10
OG_18098,-0.035010263,0,0
OG_18099,0.107340103,0,0
OG_181,-0.172710422,0,0
OG_1810,-0.187608552,0,0
OG_18104,0.198146742,0,0
OG_18105,-0.050847408,0,0
OG_18108,0.057472645,0,0
OG_1811,0.2691972,0,0
OG_18110,0.11882263,0,0
OG_18111,-0.139413094,0,0
OG_18112,0.064468192,0,0
OG_18114,-0.020620687,0,0
OG_18116,0.019056156,0,0
OG_18117,0.078495049,0,0
OG_18119,-0.061861251,0,0
OG_1812,-0.777156445,0,0.972942497
OG_18121,0.062783491,0,0
OG_18122,-0.003388173,0,0
OG_18123,-0.064501272,0,0
OG_18124,-0.153876422,0,0
OG_18126,0.173806889,0,0
OG_18127,-0.109468357,0,0
OG_1813,0.021433121,0,0
OG_18131,-0.056952361,0,0
OG_18134,0.039294192,0,0
OG_18135,-0.027117461,0,0
OG_18136,-0.011878255,0,0
OG_18138,-0.125052524,0,0
OG_18139,0.073505204,0,0
OG_1814,0.142257218,0,0
OG_18141,-0.111717249,0,0
OG_18143,0.1356475,0,0
OG_18144,0.11658751,0,0
OG_18146,-0.282296435,0,0
OG_18147,0.003811702,0,0
OG_18150,0.033786894,0,0
OG_18151,-0.181573191,0,0
OG_18152,-0.012048932,0,0
OG_18153,-0.093766604,0,0
OG_18154,-0.081273463,0,0
OG_18156,-0.074319701,0,0
OG_1816,-0.194367018,0,0
OG_18162,-0.006101653,0,0
OG_18163,0.213206015,0,0
OG_18165,0.197172486,0,0
OG_18168,0.111061037,0,0
OG_1817,-0.189900982,0,0
OG_18170,-0.009585523,0,0
OG_18173,0.125561725,1.22E-11,0
OG_18175,0.066777301,0,0
OG_18176,0.072439889,0,0
OG_18177,-0.048282234,0,0
OG_18178,-0.097457085,0,0
OG_1818,0.100059693,0,0
OG_18180,0.123711456,0,0
OG_18181,0.051917675,0,0
OG_18182,-0.013789075,0,0
OG_18184,-0.150616053,0,0
OG_18185,-0.120365301,0,0
OG_18186,-0.010357385,0,0
OG_18188,-0.001924009,0,0
OG_18192,0.013939735,0,0
OG_18196,0.034001402,0,0
OG_18197,0.030700328,0,0
OG_18198,-0.036855854,0,0
OG_18199,0.03189399,0,0
OG_182,0.041593437,0,0
OG_1820,-0.143558781,0,0
OG_18201,-0.081452354,0,0
OG_18203,-0.08188998,0,0
OG_18205,-0.099886742,0,0
OG_18208,0.248464833,0,0
OG_1821,-0.263057278,0,0
OG_18210,0.150837693,0,0
OG_18212,0.066517766,0,0
OG_18215,0.014197144,0,0
OG_18216,0.100703576,0,0
OG_18217,-0.113234923,0,0
OG_18219,0.042445433,0,0
OG_18220,0.028049678,0,0
OG_18221,-0.054831629,0,0
OG_18222,-0.129002658,0,0
OG_18223,-0.013296946,0,0
OG_18224,0.031042513,0,0
OG_18226,0.301538389,0,0
OG_18227,0.050503258,0,0
OG_18229,0.168128518,0,0
OG_1823,0.041410156,0,0
OG_18232,-0.010663344,0,0
OG_18234,-0.071301393,0,0
OG_18235,-0.0616707,0,0
OG_18236,0.047859261,0,0
OG_18238,-0.070151673,0,0
OG_18239,0.154453894,0,0
OG_1824,-0.155425176,0,0
OG_18240,-0.194031861,0,0
OG_18241,-0.011422859,0,0
OG_18242,0.203861194,0,0
OG_18243,-0.122053303,0,0
OG_18248,0.026324588,0,0
OG_1825,0.056608095,0,0
OG_18250,-0.062876359,0,0
OG_18251,0.121060524,0,0
OG_18252,0.003352923,0,0
OG_18257,0.010798027,0,0
OG_18260,-0.077356592,0,0
OG_18263,-0.045099604,0,0
OG_18268,0.001519686,0,0
OG_18269,-0.000113372,0,0
OG_1827,0.143429427,0,0
OG_18270,0.113807394,0,0
OG_18271,0.094289738,0,0
OG_18272,-0.052967121,0,0
OG_18274,-0.067758533,0,0
OG_18277,0.057608756,0,0
OG_1828,-0.1070645,0,0
OG_18280,0.128554891,0,0
OG_18285,0.012676251,0,0
OG_18286,0.148571028,0,0
OG_18287,-0.260016445,0,0
OG_1829,-0.022283576,0,0
OG_18292,-0.001373447,0,0
OG_18294,-0.160739655,0,0
OG_18295,-0.037294397,0,0
OG_18296,0.070365825,0,0
OG_18297,0.074074408,0,0
OG_18298,0.186698168,0,0
OG_18299,-0.161144343,0,0
OG_183,0.025257481,0,0
OG_1830,0.041884674,0,0
OG_18300,-0.2226828,0,0
OG_18301,-0.220924509,0,0
OG_18307,-0.024939693,0,0
OG_18308,-0.301716057,0,0
OG_18309,0.125700678,0,0
OG_1831,0.010873365,0,0
OG_18310,0.004653341,0,0
OG_18314,0.148403096,0,0
OG_18315,-0.087555858,0,0
OG_18316,0.318515264,0,0
OG_18317,0.01073647,0,0
OG_18319,0.010144934,0,0
OG_18320,-0.079652661,0,0
OG_18328,0.044379877,0,0
OG_18329,-0.116686279,0,0
OG_1833,0.022501962,0,0
OG_18330,0.226617455,0,0
OG_18331,-0.073255275,0,0
OG_1834,0.026626572,0,0
OG_18341,-0.166894854,0,0
OG_18344,-0.057078334,0,0
OG_18345,0.015760098,0,0
OG_18346,-0.180185976,0,0
OG_1835,-0.449511825,0,0
OG_18352,0.038948938,0,0
OG_18355,0.12144764,0,0
OG_18358,-0.028163691,0,0
OG_1836,-0.060536229,0,0
OG_18361,-0.08413831,0,0
OG_18362,0.146328042,0,0
OG_18367,-0.0518856,0,0
OG_18368,-0.028404649,0,0
OG_1837,-0.398645167,0,0
OG_18374,0.047638451,0,0
OG_18375,-0.009635872,0,0
OG_18376,0.105293928,0,0
OG_18378,0.070953999,0,0
OG_18379,0.257678337,0,0
OG_1838,-0.401662261,0,0
OG_18380,0.113948652,0,0
OG_18382,0.052580418,0,0
OG_18383,-0.032270345,0,0
OG_18387,0.439013712,7.07E-05,0
OG_18391,0.152066328,0,0
OG_18393,0.152395654,0,0
OG_18394,0.065761067,0,0
OG_184,0.054057906,0,0
OG_1840,0.108685776,0,0
OG_18403,0.004989512,0,0
OG_18404,0.114772694,0,0
OG_18405,0.128941926,0,0
OG_18408,0.012438712,0,0
OG_18409,0.005526572,0,0
OG_1841,0.065462617,0,0
OG_18412,0.147171148,0,0
OG_18414,0.086301315,0,0
OG_18419,-0.028905317,0,0
OG_18423,-0.125402961,0,0
OG_18427,-0.00809114,0,0
OG_18428,-0.042476815,0,0
OG_1843,-0.096205223,0,0
OG_18431,0.090472237,0,0
OG_18432,0.014682086,0,0
OG_18433,0.063517606,0,0
OG_18435,0.113966958,0,0
OG_18437,0.196355825,0,0
OG_18439,0.260900958,0,0
OG_1844,-0.056017897,0,0
OG_18441,0.112017914,0,0
OG_18442,0.058490652,0,0
OG_18443,0.004399753,0,0
OG_18445,-0.074693233,0,0
OG_18446,0.031747434,0,0
OG_1845,0.101425924,0,0
OG_18450,0.099577969,0,0
OG_18452,-0.292944095,0,9.19E-08
OG_18453,-0.334407194,0,0
OG_18454,0.112312084,0,0
OG_18457,0.050783363,0,0
OG_18459,0.004332358,0,0
OG_1846,-0.342645247,0,0
OG_18460,0.125762336,0,0
OG_18463,0.006918909,0,0
OG_18464,0.137723194,0,0
OG_18467,-0.235402999,0,0
OG_1847,-0.245646716,0,0
OG_18472,-0.082866728,0,0
OG_18477,0.089727609,0,0
OG_18478,-0.016654133,0,0
OG_18479,0.003811702,0,0
OG_1848,0.087589455,0,0
OG_18480,0.011725555,0,0
OG_18481,-0.024669834,0,0
OG_18482,0.259785321,0,0
OG_18484,-0.047465773,0,0
OG_18485,-0.097821969,0,0
OG_18487,-0.031265212,0,0
OG_1849,-0.077666205,0,0
OG_18492,-0.287532103,0,0
OG_18494,0.006207134,0,0
OG_18496,0.16767582,0,0
OG_18497,-0.005932342,0,0
OG_18498,-0.042981634,0,0
OG_185,-0.044593681,0,0
OG_18502,0.25104121,0,0
OG_18508,0.113822926,0,0
OG_1851,0.147618419,0,0
OG_18512,-0.013599468,0,0
OG_18513,-0.022973487,0,0
OG_18519,-0.029742373,0,0
OG_1852,0.272622487,0,0
OG_18520,-0.149470468,0,0
OG_18522,0.035664512,0,0
OG_18524,0.132023011,0,0
OG_18526,-0.036768135,0,0
OG_18530,-0.059572128,0,0
OG_18531,0.020814833,0,0
OG_18533,0.021496147,0,0
OG_18534,0.019563526,0,0
OG_18537,-0.090993279,0,0
OG_1854,-0.064533228,0,0
OG_18542,-0.016388763,0,0
OG_18549,-0.133006161,0,0
OG_1855,0.025172562,0,0
OG_18550,0.016316219,0,0
OG_18555,0.063648001,0,0
OG_1856,-0.004769277,0,0
OG_18560,0.127160271,0,0
OG_18563,0.113972101,0,0
OG_18566,0.009103486,0,0
OG_18567,-0.006147164,0,0
OG_18569,0.046527528,0,0
OG_1857,0.250997008,0,0
OG_18570,-0.088702425,0,0
OG_18571,-0.631806739,0,0.060877599
OG_18578,-0.059561779,0,0
OG_1858,-0.047847773,0,0
OG_18586,0.024474249,0,0
OG_18587,0.05928181,0,0
OG_18588,0.143435514,0,0
OG_18589,0.036563682,0,0
OG_18591,0.164542669,0,0
OG_18599,-0.019550107,0,0
OG_186,-0.012395085,0,0
OG_18600,-0.009097526,0,0
OG_18606,0.129394943,0,0
OG_18607,0.174935019,0,0
OG_18608,-0.023469,0,0
OG_1861,0.088890539,0,0
OG_18613,0.27738532,0,0
OG_18617,-0.001566325,0,0
OG_1862,-0.152344373,0,0
OG_18623,-0.076167701,0,0
OG_18628,0.002955822,0,0
OG_18629,-0.093913531,0,0
OG_18632,-0.059099905,0,0
OG_18636,0.030320935,0,0
OG_1864,0.112326236,0,0
OG_18641,-0.026134487,0,0
OG_18644,0.217004834,0,0
OG_18649,0.047786295,0,0
OG_1865,-0.097181482,0,0
OG_18651,-0.133791789,0,0
OG_18653,0.020309704,0,0
OG_18654,0.044228069,0,0
OG_18655,-0.064863508,0,0
OG_18659,-0.08509564,0,0
OG_1866,-0.167577014,0,0
OG_18662,-0.299375257,0,0
OG_18669,-0.141758377,0,0
OG_1867,-0.091663828,0,0
OG_18673,0.10840799,0,0
OG_18674,0.004989512,0,0
OG_18676,0.107060545,0,0
OG_1868,-0.018129983,0,0
OG_18680,-0.099890934,0,0
OG_18685,0.09162693,0,0
OG_18686,0.023540475,0,0
OG_18688,0.120958157,0,0
OG_1869,0.14720305,0,0
OG_18690,0.158334507,0,0
OG_18691,-0.164179234,0,0
OG_18698,-0.119366314,0,0
OG_18699,0.047026156,0,0
OG_187,-0.050195781,0,0
OG_1870,0.201177206,0,0
OG_18701,-0.01509248,0,0
OG_18706,-0.037380319,0,0
OG_18715,-0.086616827,0,0
OG_1872,-0.004878768,0,0
OG_18723,-0.114858547,0,0
OG_18727,0.025203852,0,0
OG_18729,-0.179046523,0,0
OG_1873,-0.055492987,0,0
OG_18730,-0.012081821,0,0
OG_18736,0.079102067,0,0
OG_18738,-0.190924415,0,0
OG_1874,-0.019233284,0,0
OG_18742,0.077174829,0,0
OG_18743,-0.316317078,0,0
OG_18747,-0.100614618,0,0
OG_18752,-0.039218406,0,0
OG_18762,-0.062329736,0,0
OG_18765,0.069285268,0,0
OG_18766,0.049425215,0,0
OG_18767,0.083254048,0,0
OG_18770,-0.069676818,0,0
OG_18772,-0.008533476,0,0
OG_18774,-0.011965263,0,0
OG_18775,-0.150412797,0,0
OG_18778,0.035898114,0,0
OG_18779,-0.099381263,0,0
OG_18780,-0.100053585,0,0
OG_18781,-0.225385451,0,0
OG_18782,0.058323148,0,0
OG_18783,0.12947532,0,0
OG_18785,0.023665142,0,0
OG_18786,0.073505204,0,0
OG_18788,0.280304969,0,0
OG_18789,0.018339336,0,0
OG_18790,0.039755243,0,0
OG_18793,-0.14652904,0,0
OG_18795,0.122545391,0,0
OG_18796,-0.106043895,0,0
OG_18797,-0.027289953,0,0
OG_18798,0.127531316,0,0
OG_18799,0.173684996,0,0
OG_188,0.030662593,0,0
OG_18800,0.177370422,0,0
OG_18801,-0.13717999,0,0
OG_18803,0.060069094,0,0
OG_18806,0.109517553,0,0
OG_18810,0.11596579,0,0
OG_18811,0.165902956,0,0
OG_18812,-0.026029259,0,0
OG_18814,-0.085264047,0,0
OG_18815,0.027080056,0,0
OG_18817,-0.123869861,0,0
OG_18820,0.227309061,0,0
OG_18821,0.119724818,6.48E-12,0
OG_18822,0.013808659,0,0
OG_18823,0.013292894,0,0
OG_18824,-0.119088188,0,0
OG_18825,-0.346982663,0,0
OG_18826,-0.018363239,0,0
OG_18827,0.004242032,0,0
OG_18828,-0.036994019,0,0
OG_18830,0.043458007,0,0
OG_18832,0.043145442,0,0
OG_18833,0.021496147,0,0
OG_18834,0.058552198,0,0
OG_18836,-0.042186625,0,0
OG_18837,-0.092883518,0,0
OG_18840,0.075122331,0,0
OG_18842,-0.099248514,0,0
OG_18843,0.21589907,0,0
OG_18844,-0.096248994,0,0
OG_18846,0.030737746,0,0
OG_18848,0.086050917,0,0
OG_18849,0.162645626,0,0
OG_18850,0.193984049,0,0
OG_18852,-0.161721509,0,0
OG_18854,0.00316269,0,0
OG_18856,0.010385904,0,0
OG_18857,-0.043408207,0,0
OG_18859,-0.204465908,0,0
OG_18860,0.012619456,0,0
OG_18862,-0.122799301,0,0
OG_18864,0.038579418,0,0
OG_18865,-0.073520874,0,0
OG_18866,-0.02151436,0,0
OG_18867,-0.102519683,0,0
OG_18868,0.084654343,0,0
OG_18869,-0.021748769,0,0
OG_18870,0.21521411,0,0
OG_18872,0.12908109,0,0
OG_18873,0.11193342,0,0
OG_18875,0.140635753,0,0
OG_18878,0.077593,0,0
OG_18879,-0.246076352,0,0
OG_18880,-0.093117765,0,0
OG_18881,0.223550652,0,0
OG_18882,-0.084875786,0,0
OG_18883,0.018531959,0,0
OG_18884,0.103134899,0,0
OG_18886,0.01907577,0,0
OG_18887,-0.084411969,0,0
OG_18888,0.049153661,0,0
OG_18890,-0.01738613,0,0
OG_18892,0.034809107,0,0
OG_18896,-0.012727846,0,0
OG_18897,0.19190538,0,0
OG_18898,-0.0424835,0,0
OG_18899,-0.118253384,0,0
OG_189,-0.034798645,0,0
OG_1890,0.02539487,0,0
OG_18900,0.068598345,0,0
OG_18901,-0.033581522,0,0
OG_18905,-0.018832562,0,0
OG_18906,-0.002915923,0,0
OG_18908,0.076437909,0,0
OG_18909,0.021852559,0,0
OG_1891,-0.202659581,0,0
OG_18910,0.138013699,0,0
OG_18911,0.018126415,0,0
OG_18912,-0.244894312,0,0
OG_18915,-0.055999607,0,0
OG_18916,-0.168271355,0,0
OG_18918,0.086035783,0,0
OG_18919,0.179358452,0,0
OG_1892,-0.328352507,0,0
OG_18921,0.124186765,0,0
OG_18922,0.214927433,0,0
OG_18923,-0.263007649,0,0
OG_18926,-0.047254794,0,0
OG_18927,0.211477478,0,0
OG_18929,-0.028341573,0,0
OG_1893,0.005444799,0,0
OG_18930,0.028874961,0,0
OG_18931,-0.031756812,0,0
OG_18932,0.145211386,0,0
OG_18933,0.068696443,0,0
OG_18934,-0.070159315,0,0
OG_18938,-0.0370311,0,0
OG_18939,0.010977191,0,0
OG_1894,0.046191788,0,0
OG_18942,0.109197055,0,0
OG_18944,0.007731847,0,0
OG_18946,-0.063684886,0,0
OG_18949,0.018352386,0,0
OG_1895,0.053609468,0,0
OG_18952,0.018962292,0,0
OG_18958,0.06411815,0,0
OG_1896,-0.050063553,0,0
OG_18963,-0.072054736,0,0
OG_18964,0.040404148,0,0
OG_18965,0.027080056,0,0
OG_18966,0.369854282,0,0
OG_18968,-0.044555433,0,0
OG_18970,0.022117175,0,0
OG_18971,0.049076669,0,0
OG_18972,0.184462409,0,0
OG_18973,0.117032039,0,0
OG_18974,0.010810856,0,0
OG_18975,0.211775288,0,0
OG_18976,0.257653283,0,0
OG_18978,0.080262414,0,0
OG_1898,-0.061861251,0,0
OG_18980,0.051206461,0,0
OG_18982,0.046291229,0,0
OG_18983,-0.010078346,0,0
OG_18985,0.052650962,0,0
OG_18986,0.093806017,0,0
OG_18987,-0.063453671,0,0
OG_18988,-0.09987217,0,0
OG_18989,0.239417017,0,0
OG_18991,0.15037413,0,0
OG_18992,0.132922679,0,0
OG_18993,-0.051437663,0,0
OG_18994,-0.04195184,0,0
OG_18995,0.014416589,0,0
OG_18996,-0.060184245,0,0
OG_18997,0.053830071,0,0
OG_18999,-0.228235374,0,0
OG_19,0.045249761,0,0
OG_190,-0.089380647,0,0
OG_1900,0.009586777,0,0
OG_19000,0.174066125,0,0
OG_19001,-0.235379352,0,0
OG_19004,-0.002262097,0,0
OG_19005,-0.063512357,0,0
OG_19006,-0.005801623,0,0
OG_19007,0.369569728,0,0
OG_19009,-0.016776747,0,0
OG_1901,-0.188234635,0,0
OG_19011,-0.141967834,0,0
OG_19012,0.120013172,0,0
OG_19013,-0.020003036,0,0
OG_19014,0.129992672,0,0
OG_19015,0.073016365,0,0
OG_19016,0.087172863,0,0
OG_19017,-0.183629643,0,0
OG_19018,0.126455495,0,0
OG_1902,-0.012390967,0,0
OG_19020,0.228658952,0,0
OG_19021,0.106376567,0,0
OG_19022,0.027088715,0,0
OG_19023,0.027260261,0,0
OG_19024,0.088903414,0,0
OG_19025,0.061338885,0,0
OG_19026,-0.018736837,0,0
OG_19027,0.114987844,0,0
OG_19029,0.16648417,0,0
OG_1903,0.140191542,0,0
OG_19030,0.142493695,0,0
OG_19032,0.10434372,0,0
OG_19033,0.092832477,0,0
OG_19034,0.198778091,0,0
OG_19036,-0.205746702,0,0
OG_19037,0.025339831,0,0
OG_19038,-0.354818441,0,0
OG_19039,0.159374195,0,0
OG_1904,-0.210068821,0,0
OG_19040,0.089363096,0,0
OG_19041,-0.036966975,0,0
OG_19042,-0.069317115,0,0
OG_19044,0.224243928,0,0
OG_19047,-0.002920868,0,0
OG_1905,-0.043799818,0,0
OG_19051,-0.145270809,0,0
OG_19053,0.007185608,0,0
OG_19055,0.073802032,0,0
OG_19058,0.060607767,0,0
OG_19059,-0.047988312,0,0
OG_1906,-0.288386354,0,0
OG_19060,0.007666905,0,0
OG_19063,-0.002920404,0,0
OG_19064,-0.0710313,0,0
OG_19066,-0.387156285,0,0
OG_19068,0.034675856,0,0
OG_19069,-0.013866572,0,0
OG_1907,-0.231300495,0,0
OG_19070,0.013336643,0,0
OG_19072,-0.073324581,0,0
OG_19073,0.056084373,0,0
OG_19075,0.040642815,0,0
OG_19076,0.116304695,0,0
OG_19078,-0.015124086,0,0
OG_1908,-0.038704253,0,0
OG_19080,0.248567538,0,0
OG_19081,0.308606325,0,0
OG_19082,-0.044617589,0,0
OG_19083,-0.19831876,0,0
OG_19084,-0.065104515,0,0
OG_19085,0.161730559,0,0
OG_19086,0.047638451,0,0
OG_19088,0.09514667,0,0
OG_19089,0.098619296,0,0
OG_1909,0.153099196,0,0
OG_19090,0.210944114,0,0
OG_19091,-0.106921,0,0
