OrthologID,Log2 Fold Change,Post-p (Low P/ Replete > 2),Post-p (Replete /Low P > 2)
OG_18181,0.049724507,0,0
OG_18182,0.227491921,0,0
OG_18184,-0.111252495,0,0
OG_18185,-0.168248988,0,0
OG_18186,-0.044803799,0,0
OG_18188,-0.119043325,0,0
OG_18192,0.104836951,0,0
OG_18196,0.222924437,0,0
OG_18197,0.129160793,0,0
OG_18198,0.095839095,0,0
OG_18199,-0.041313772,0,0
OG_182,0.194641398,0,0
OG_1820,-0.125464269,0,0
OG_18201,0.046121934,0,0
OG_18203,0.140278663,0,0
OG_18205,-0.069159286,0,0
OG_18208,-0.147451838,0,0
OG_1821,0.070889722,0,0
OG_18210,0.270803167,0,0
OG_18212,0.210512888,0,0
OG_18215,0.047460444,0,0
OG_18216,-0.095266953,0,0
OG_18217,0.287707562,6.87E-07,0
OG_18219,-0.002204042,0,0
OG_18220,0.219805908,0,0
OG_18221,0.029771294,0,0
OG_18222,0.092901207,0,0
OG_18223,0.08712798,0,0
OG_18224,0.023796773,0,0
OG_18226,0.641825003,0.2473355,0
OG_18227,0.043934078,0,0
OG_18229,0.18555596,0,0
OG_1823,0.232174563,0,0
OG_18232,-0.03827131,0,0
OG_18234,-0.273440522,0,0
OG_18235,0.045861546,0,0
OG_18236,0.300434543,4.84E-05,0
OG_18238,-0.276879152,0,8.51E-05
OG_18239,0.105695672,0,0
OG_1824,-0.228037655,0,0
OG_18240,-0.004850112,0,0
OG_18241,0.222566278,1.82E-06,0
OG_18242,0.493111941,0.024748639,0
OG_18243,-0.036726629,0,0
OG_18248,-0.078223133,0,0
OG_1825,0.165235812,0,0
OG_18250,0.079014162,0,0
OG_18251,0.083548037,0,0
OG_18252,0.199506277,1.32E-05,0
OG_18257,-0.026707614,0,0
OG_18260,0.369167556,1.33E-05,0
OG_18263,0.173559937,0,0
OG_18268,0.289067578,0,0
OG_18269,0.140866197,1.44E-05,0
OG_1827,-0.032867792,0,0
OG_18270,-0.261032042,0,0
OG_18271,0.328100089,0.00033566,0
OG_18272,0.499868738,0.002400745,0
OG_18274,-0.119090617,0,0
OG_18277,0.180599831,0,0
OG_1828,0.218091452,0,0
OG_18280,0.000436705,0,0
OG_18285,0.308077493,5.26E-06,0
OG_18286,0.15184809,0,0
OG_18287,-0.244631001,0,0
OG_1829,0.105192789,0,0
OG_18292,-0.007388411,0,0
OG_18294,-0.043949887,0,0
OG_18295,0.102483386,0,0
OG_18296,0.309504709,0,0
OG_18297,0.134185479,0,0
OG_18298,0.27773784,0,0
OG_18299,0.204980484,0,0
OG_183,-0.262318969,0,0
OG_1830,-0.133189578,0,0
OG_18300,-0.149561063,0,0
OG_18301,0.116251699,0,0
OG_18307,0.066795852,0,0
OG_18308,-0.178612554,0,0
OG_18309,0.014880675,0,0
OG_1831,-0.006815579,0,0
OG_18310,-0.000113651,0,0
OG_18314,0.060594726,0,0
OG_18315,-0.108486123,0,0
OG_18316,0.231415456,0,0
OG_18317,0.170981941,0,0
OG_18319,-0.029157561,0,0
OG_18320,-0.272915125,0,0
OG_18328,-0.009448623,0,0
OG_18329,-0.142507339,0,0
OG_1833,-0.076083033,0,0
OG_18330,0.310665076,4.49E-07,0
OG_18331,0.027141802,0,0
OG_1834,0.138867878,0,0
OG_18341,-0.519178277,0,0.000128494
OG_18344,-0.505455811,0,0.008198282
OG_18345,0.061306878,0,0
OG_18346,-0.049909029,0,0
OG_1835,0.12620562,0,0
OG_18352,0.185767438,0,0
OG_18355,0.239869961,0,0
OG_18358,0.174593073,6.70E-07,0
OG_1836,0.17810489,0,0
OG_18361,0.238546059,0,0
OG_18362,0.285680563,0,0
OG_18367,-0.060720153,0,0
OG_18368,0.066509541,0,0
OG_1837,-0.203749925,0,0
OG_18374,-0.069752811,0,0
OG_18375,0.202815939,0,0
OG_18376,0.179428691,4.01E-06,0
OG_18378,-0.259190192,0,0
OG_18379,0.443363326,0,0
OG_1838,-0.284851315,0,0
OG_18380,0.146638403,0,0
OG_18382,0.150845276,0,0
OG_18383,-0.026053732,0,0
OG_18387,0.7967782,0.924496058,0
OG_18391,0.220872789,0,0
OG_18393,0.320497656,6.69E-06,0
OG_18394,0.344660477,0,0
OG_184,0.031956665,0,0
OG_1840,-0.013297622,0,0
OG_18403,0.008077475,0,0
OG_18404,0.170742342,0,0
OG_18405,0.227251125,0,0
OG_18408,-0.011982497,0,0
OG_18409,0.137540079,0,0
OG_1841,-0.050604598,0,0
OG_18412,0.258774381,2.43E-06,0
OG_18414,0.303882499,0,0
OG_18419,0.160005306,0,0
OG_18423,-0.049032845,0,0
OG_18427,0.175900137,0,0
OG_18428,0.161796901,0,0
OG_1843,0.076345535,0,0
OG_18431,0.154153641,0,0
OG_18432,0.054661007,0,0
OG_18433,0.145250066,0,0
OG_18435,-0.011581286,0,0
OG_18437,0.256303947,3.18E-05,0
OG_18439,0.363082626,0,0
OG_1844,0.000793204,0,0
OG_18441,0.283514319,0,0
OG_18442,0.121398168,0,0
OG_18443,0.128706676,0,0
OG_18445,0.05780158,0,0
OG_18446,0.064237197,0,0
OG_1845,-0.406867051,0,0
OG_18450,-0.100295511,0,0
OG_18452,-0.432902041,0,0.004666797
OG_18453,-0.366218201,0,9.74E-07
OG_18454,0.119061864,0,0
OG_18457,0.025960896,0,0
OG_18459,0.02919549,0,0
OG_1846,-0.513673949,0,0
OG_18460,0.333221851,0,0
OG_18463,-0.03673106,0,0
OG_18464,0.312672431,6.70E-06,0
OG_18467,0.058197498,0,0
OG_1847,-0.330308021,0,0
OG_18472,-0.056903873,0,0
OG_18477,-0.182191772,0,0
OG_18478,-0.024243839,0,0
OG_18479,0.070561302,0,0
OG_1848,0.165378167,0,0
OG_18480,-0.411618625,0,0.002551978
OG_18481,-0.106756029,0,0
OG_18482,0.304688762,0,0
OG_18484,-0.111304087,0,0
OG_18485,0.064478415,0,0
OG_18487,0.067046872,0,0
OG_1849,-0.051821615,0,0
OG_18492,-0.24391296,0,0
OG_18494,-0.197635083,0,0
OG_18496,0.054237207,0,0
OG_18497,0.050302913,0,0
OG_18498,0.150916923,0,0
OG_185,-0.116097896,0,0
OG_18502,-0.162146562,0,0
OG_18508,0.352368302,1.06E-05,0
OG_1851,0.09804611,0,0
OG_18512,0.223443845,0,0
OG_18513,-0.049909029,0,0
OG_18519,-0.016388822,0,0
OG_1852,0.293396184,0,0
OG_18520,-0.173830455,0,0
OG_18522,0.211802081,4.83E-05,0
OG_18524,0.121157997,0,0
OG_18526,-0.154973904,0,0
OG_18530,-0.310177444,0,0
OG_18531,0.037068402,0,0
OG_18533,0.122837127,2.83E-06,0
OG_18534,0.012037145,0,0
OG_18537,0.082725115,0,0
OG_1854,-0.113230941,0,0
OG_18542,-0.010734366,0,0
OG_18549,-0.154610613,0,0
OG_1855,0.05185524,0,0
OG_18550,0.17213563,4.39E-07,0
OG_18555,0.457276913,0.002855901,0
OG_1856,-0.05746343,0,0
OG_18560,0.163728731,0,0
OG_18563,0.300160355,0,0
OG_18566,0.196432844,0,0
OG_18567,0.009783411,0,0
OG_18569,0.187607547,0,0
OG_1857,0.139009489,0,0
OG_18570,0.075566151,0,0
OG_18571,-0.098336936,0,0
OG_18578,-0.234142564,0,4.65E-07
OG_1858,-0.031078888,0,0
OG_18586,-0.114498448,0,0
OG_18587,0.334528903,0,0
OG_18588,0.226496796,0,0
OG_18589,0.130489847,0,0
OG_18591,0.14763435,0,0
OG_18599,0.069652411,0,0
OG_186,-0.069877524,0,0
OG_18600,0.060753211,0,0
OG_18606,0.330800014,6.84E-07,0
OG_18607,0.043960406,0,0
OG_18608,0.292359624,0.000159324,0
OG_1861,0.104479785,0,0
OG_18613,-0.008544847,0,0
OG_18617,0.034511568,0,0
OG_1862,-0.028215563,0,0
OG_18623,-0.102722707,0,0
OG_18628,0.182130616,0,0
OG_18629,-0.180120502,0,0
OG_18632,-0.038979395,0,0
OG_18636,-0.109442508,0,0
OG_1864,0.063247222,0,0
OG_18641,0.123633261,0,0
OG_18644,0.266338968,3.93E-05,0
OG_18649,0.029281119,0,0
OG_1865,-0.146690266,0,0
OG_18651,0.108835606,0,0
OG_18653,0.10945016,0,0
OG_18654,0.129493816,3.87E-06,0
OG_18655,-0.138080905,0,4.19E-06
OG_18659,-0.046569473,0,0
OG_1866,-0.09906853,0,0
OG_18662,0.109925595,0,0
OG_18669,0.077578018,0,0
OG_1867,0.001896982,0,0
OG_18673,-0.231278073,0,0
OG_18674,-0.054252004,0,0
OG_18676,-0.038671297,0,0
OG_1868,-0.498688412,0,0
OG_18680,0.138645841,0,0
OG_18685,0.160387591,0,0
OG_18686,0.216495082,8.19E-05,1.40E-13
OG_18688,0.177555519,0,0
OG_1869,-0.599194143,0,0.010605571
OG_18690,0.193029357,0,0
OG_18691,-0.360445673,0,0
OG_18698,-0.047475843,0,0
OG_18699,0.125498566,0,0
OG_187,-0.13778529,0,0
OG_1870,0.364788617,0,0
OG_18701,0.01992804,0,0
OG_18706,0.076457957,0,0
OG_18715,0.096572034,0,0
OG_1872,-0.003367778,0,0
OG_18723,0.014411737,0,0
OG_18727,0.157026526,0,0
OG_18729,-0.198462391,0,0
OG_1873,-0.010664575,0,0
OG_18730,0.165857837,0,0
OG_18736,0.019139149,0,0
OG_18738,-0.043116998,0,0
OG_1874,-0.102437101,0,0
OG_18742,0.331112821,8.47E-06,0
OG_18743,-0.288005246,0,0
OG_18747,-0.014354066,0,0
OG_18752,0.276632887,0,0
OG_18762,-0.223253112,0,0
OG_18765,0.02077562,0,0
OG_18766,-0.246061554,0,0
OG_18767,0.268081049,0,0
OG_18770,0.012056048,0,0
OG_18772,-0.475240932,0,0.020397827
OG_18774,-0.062589045,0,0
OG_18775,-0.235018592,0,0
OG_18778,0.037366,0,0
OG_18779,0.114139986,0,0
OG_18780,-0.169831295,0,0
OG_18781,-0.235822096,0,0
OG_18782,0.096931236,0,0
OG_18783,0.111526786,0,0
OG_18785,0.178220974,1.05E-05,0
OG_18786,0.373654632,0.000477074,0
OG_18788,-0.509831395,0,0.009389698
OG_18789,0.054119927,0,0
OG_18790,0.145269143,2.53E-07,0
OG_18793,0.075256664,0,0
OG_18795,0.176565871,2.37E-06,0
OG_18796,-0.018706094,0,0
OG_18797,-0.062280032,0,0
OG_18798,0.120427571,0,0
OG_18799,0.118201469,0,0
OG_188,-0.007941059,0,0
OG_18800,0.005399297,0,0
OG_18801,-0.339658325,0,0
OG_18803,0.326862873,4.49E-07,0
OG_18806,0.139289128,0,0
OG_18810,0.216976306,1.05E-05,0
OG_18811,0.211865842,0,0
OG_18812,-0.211159579,0,9.27E-07
OG_18814,-0.191984567,0,0
OG_18815,0.142457038,2.34E-06,0
OG_18817,0.21407557,0,0
OG_18820,0.227372375,0,0
OG_18821,0.67370884,0.414676742,0
OG_18822,-0.039103452,0,0
OG_18823,-0.141654398,0,0
OG_18824,0.147614649,0,0
OG_18825,-0.549040385,0,0.00184357
OG_18826,-0.07813198,0,0
OG_18827,-0.165242024,0,0
OG_18828,0.026615831,0,0
OG_18830,-0.356971377,0,4.84E-07
OG_18832,0.024674608,0,0
OG_18833,0.059736156,0,0
OG_18834,-0.017573331,0,0
OG_18836,-0.020198703,0,0
OG_18837,-0.13679752,0,2.79E-06
OG_18840,0.112508306,0,0
OG_18842,-0.259353104,0,1.55E-05
OG_18843,0.362624565,0,0
OG_18844,0.086000703,0,0
OG_18846,0.260147973,0,0
OG_18848,0.155097119,0,0
OG_18849,0.120871294,0,0
OG_18850,0.090750133,0,0
OG_18852,-0.064716029,0,0
OG_18854,0.007015021,0,0
OG_18856,-0.019663653,0,0
OG_18857,-0.001162579,0,0
OG_18859,-0.186117757,0,0
OG_18860,0.184337051,0,0
OG_18862,-0.041514419,0,0
OG_18864,0.436848077,0.009200649,0
OG_18865,-0.212459392,0,0
OG_18866,-0.208893604,0,0
OG_18867,0.078861575,0,0
OG_18868,0.080698596,0,0
OG_18869,0.338094181,8.86E-05,0
OG_18870,0.212945758,0,0
OG_18872,0.234734078,0,0
OG_18873,0.270954474,0,0
OG_18875,-0.209446709,2.43E-14,2.86E-05
OG_18878,0.153071234,0,0
OG_18879,-0.58635006,0,0.020074938
OG_18880,0.023233141,0,0
OG_18881,0.459144025,0.000184661,0
OG_18882,0.230786348,0,0
OG_18883,0.03293033,0,0
OG_18884,0.390173188,0.002938917,0
OG_18886,0.065980081,0,0
OG_18887,-0.028281608,0,0
OG_18888,0.241870251,0,0
OG_18890,-0.100880567,0,0
OG_18892,0.219540364,0,0
OG_18896,-0.1779113,0,0
OG_18897,-0.012755759,0,0
OG_18898,0.107351594,0,0
OG_18899,0.073693572,0,0
OG_189,-0.001765596,0,0
OG_1890,-0.165946413,0,0
OG_18900,-0.123196398,0,0
OG_18901,0.116723938,0,0
OG_18905,-0.265386503,0,0
OG_18906,-0.144418031,0,0
OG_18908,0.191925016,0,0
OG_18909,0.069168703,0,0
OG_1891,-0.26442333,0,0
OG_18910,0.149655761,0,0
OG_18911,0.069652411,0,0
OG_18912,-0.09915289,0,0
OG_18915,-0.072387814,0,0
OG_18916,-0.087246655,0,0
OG_18918,0.063894778,0,0
OG_18919,0.22797752,0,0
OG_1892,-0.462997017,0,0
OG_18921,0.114756634,0,0
OG_18922,0.156875975,0,0
OG_18923,-0.120827329,0,0
OG_18926,0.016091989,0,0
OG_18927,0.209620144,0,0
OG_18929,0.021121677,0,0
OG_1893,-0.009351417,0,0
OG_18930,0.03008994,0,0
OG_18931,0.090627685,0,0
OG_18932,0.355820993,0.000191604,0
OG_18933,0.076035361,0,0
OG_18934,-0.009690511,0,0
OG_18938,-0.026130877,0,0
OG_18939,0.290493237,0.00069514,0
OG_1894,-0.035536196,0,0
OG_18942,0.177531413,0,0
OG_18944,0.099280598,0,0
OG_18946,0.041750219,0,0
OG_18949,0.165751101,1.46E-05,0
OG_1895,0.13711298,0,0
OG_18952,-0.116473006,0,4.87E-07
OG_18958,0.213253352,1.15E-07,0
OG_1896,-0.037142545,0,0
OG_18963,-0.117095662,0,0
OG_18964,0.405065537,0.001552834,0
OG_18965,0.085111329,0,0
OG_18966,0.509312484,0,0
OG_18968,-0.061348651,0,0
OG_18970,0.172182334,4.00E-06,0
OG_18971,0.095067447,0,0
OG_18972,0.174785505,0,0
OG_18973,0.396670644,1.78E-06,0
OG_18974,-0.086675379,0,0
OG_18975,0.158538183,0,0
OG_18976,0.218712864,0,0
OG_18978,0.096459973,0,0
OG_1898,0.147835751,0,0
OG_18980,0.419154404,2.02E-05,0
OG_18982,0.07082548,0,0
OG_18983,0.185950915,6.56E-06,0
OG_18985,0.041240658,0,0
OG_18986,-0.04835679,0,0
OG_18987,-0.15000794,0,0
OG_18988,0.229048586,6.83E-07,0
OG_18989,0.053401826,0,0
OG_18991,-1.208207158,0,1
OG_18992,0.075681276,0,0
OG_18993,0.073902946,0,0
OG_18994,-0.059199386,0,0
OG_18995,0.129092929,1.37E-05,0
OG_18996,0.067901376,0,0
OG_18997,0.065221833,0,0
OG_18999,0.142180621,0,0
OG_19,0.09982312,0,0
OG_190,-0.054639657,0,0
OG_1900,0.125134937,0,0
OG_19000,0.003342987,0,0
OG_19001,-0.214886702,0,0
OG_19004,0.333358671,2.07E-05,0
OG_19005,0.02643157,0,0
OG_19006,0.026275539,0,0
OG_19007,0.55095548,0.000172496,0
OG_19009,0.159338766,1.78E-06,0
OG_1901,-0.158654833,0,0
OG_19011,-0.242806054,0,0
OG_19012,0.048711976,0,0
OG_19013,-0.245235075,0,0
OG_19014,0.04583445,0,0
OG_19015,0.205072542,0,0
OG_19016,0.203196164,1.34E-06,0
OG_19017,-0.061101379,0,0
OG_19018,0.284788521,0,0
OG_1902,0.25051509,0,0
OG_19020,0.157388839,0,0
OG_19021,0.23371665,0,0
OG_19022,0.407170565,0,0
OG_19023,0.101200432,0,0
OG_19024,-0.02756071,0,0
OG_19025,0.327202783,0.000131248,0
OG_19026,0.035267576,0,0
OG_19027,0.04058544,0,0
OG_19029,0.472444908,0.000221383,0
OG_1903,0.276568304,0,0
OG_19030,0.064636138,0,0
OG_19032,0.093285658,0,0
OG_19033,0.042478096,0,0
OG_19034,-0.610705437,0,0.007030979
OG_19036,-0.378156054,0,0
OG_19037,0.228031514,2.41E-06,0
OG_19038,-0.089170251,0,0
OG_19039,0.050809912,0,0
OG_1904,-0.097056285,0,0
OG_19040,0.046021154,0,0
OG_19041,-0.046618084,0,0
OG_19042,0.021277229,0,0
OG_19044,0.293806472,0,0
OG_19047,0.202908248,0,0
OG_1905,-0.120930485,0,0
OG_19051,0.002225329,0,0
OG_19053,0.162424653,3.37E-05,0
OG_19055,0.172230532,0,0
OG_19058,0.195357681,0,0
OG_19059,-0.058589169,0,0
OG_1906,-0.147937056,0,0
OG_19060,0.165891773,0,0
OG_19063,0.020497476,0,0
OG_19064,0.190579682,0,0
OG_19066,-0.837952813,0,0.990082303
OG_19068,-0.043454405,0,0
OG_19069,-0.078052948,0,0
OG_1907,-0.413609516,0,0
OG_19070,0.176531323,0,0
OG_19072,0.018460188,0,0
OG_19073,0.187530485,0,0
OG_19075,-0.052665123,0,0
OG_19076,0.028637903,0,0
OG_19078,0.061740355,0,0
OG_1908,0.1887133,0,0
OG_19080,-0.154303656,0,0
OG_19081,0.112239331,0,0
OG_19082,0.020987461,0,0
OG_19083,-0.252512474,0,0
OG_19084,0.008563003,0,0
OG_19085,0.125206067,0,0
OG_19086,0.051464441,0,0
OG_19088,-0.00279401,0,0
OG_19089,0.090908085,0,0
OG_1909,0.215099798,0,0
OG_19090,0.3271065,0,0
OG_19091,-0.10812324,0,0
OG_19093,0.274156508,0,0
OG_19095,-0.285192884,0,0
OG_19097,0.012672,0,0
OG_19098,0.041521417,0,0
OG_191,0.086501487,0,0
OG_1910,-0.282688138,0,0
OG_19100,0.189514619,0,0
OG_19103,-0.449350291,0,3.03E-06
OG_19105,-0.933870883,0,1
OG_19106,-0.046865617,0,0
OG_19109,0.29413256,7.27E-05,0
OG_1911,0.194543949,0,0
OG_19112,0.225311061,6.82E-07,0
OG_19115,0.228595506,0,0
OG_19116,0.263658011,0,0
OG_1912,0.204682917,0,0
OG_19120,-0.066985255,0,0
OG_19121,-0.081179961,0,0
OG_19123,0.018961553,0,0
OG_19124,0.075925354,0,0
OG_19125,0.071828137,0,0
OG_19127,0.504706318,0.021829966,0
OG_19129,-0.039386713,0,0
OG_1913,0.00749247,0,0
OG_19131,0.257176273,0,0
OG_19132,-0.491679601,0,0.015868197
OG_19137,0.266526754,0,0
OG_19139,-0.645477307,0,0.114706855
OG_1914,-0.198825558,0,0
OG_19140,-0.559242886,0,0.006162361
OG_19143,0.056656574,0,0
OG_19144,0.264906592,0,0
OG_19145,0.219540364,0,0
OG_19150,-0.146594557,0,0
OG_19156,0.199642923,0,0
OG_1916,0.142519986,0,0
OG_19162,-0.088678997,0,0
OG_19164,0.059909505,0,0
OG_19167,-0.126184346,0,0
OG_1917,0.099371178,0,0
OG_19175,-0.001756187,0,0
OG_19176,-0.239146203,0,0
OG_19179,0.286096677,0,0
OG_19181,0.082241523,0,0
OG_19191,0.124658047,0,0
OG_192,0.007354433,0,0
OG_1920,0.234478321,0,0
OG_19208,0.001128732,0,0
OG_1921,0.104037714,0,0
OG_19217,0.223504657,1.33E-05,0
OG_1922,-0.016605664,0,0
OG_1923,0.356202728,0.000158554,0
OG_19232,-0.057412189,0,0
OG_19234,0.084804636,0,0
OG_19238,0.040930461,0,0
OG_1924,-0.548682885,0,0.000104963
OG_19246,-0.16385105,0,0
OG_1925,-0.15537781,0,0
OG_1927,0.009690129,0,0
OG_19274,-0.000113651,0,0
OG_1928,0.391600385,3.14E-05,0
OG_19280,0.126358296,0,0
OG_1929,-0.077164531,0,0
OG_19290,0.128306313,2.51E-07,0
OG_193,0.095964761,0,0
OG_1930,0.116646703,0,0
OG_19314,-0.039233882,0,0
OG_19322,-0.013118911,0,0
OG_19326,0.221166451,0,0
OG_1933,0.077419999,0,0
OG_1934,0.177133213,0,0
OG_1936,-0.207678321,0,0
OG_1937,0.175350162,0,0
OG_19371,-0.125735321,0,0
OG_19375,0.124034161,3.03E-06,0
OG_19376,0.121455427,0,0
OG_19377,0.145666857,0,0
OG_1938,0.161630368,0,0
OG_19380,-0.009736981,0,0
OG_19381,-0.340983928,0,0
OG_19383,-0.07909922,0,0
OG_19384,0.025229398,0,0
OG_19386,0.53835058,0.011392023,0
OG_19387,0.373734944,0,0
OG_1939,-0.478569004,0,0.002176744
OG_19390,0.22797752,0,0
OG_19393,0.00623047,0,0
OG_19394,-0.306477248,0,0
OG_19397,0.129591955,0,0
OG_19398,-0.670311792,0,0.327234075
OG_194,0.092896094,0,0
OG_1940,0.009506581,0,0
OG_19401,0.191529789,0,0
OG_19402,-0.009364346,0,0
OG_19407,-0.007074292,0,0
OG_19408,0.274440313,0,0
OG_1941,-0.00987671,0,0
OG_19413,0.19101702,0,0
OG_19415,0.120493645,0,0
OG_19416,-0.015018448,0,0
OG_19418,0.159711537,0,0
OG_1942,-0.07776996,0,0
OG_19422,0.381834452,0,0
OG_19425,0.081304577,0,0
OG_19427,0.043156842,0,0
OG_19428,-0.304833691,0,4.62E-05
OG_19429,0.053481219,0,0
OG_1943,-0.030773437,0,0
OG_19432,-0.118483905,0,0
OG_19434,0.133093022,0,0
OG_19435,-0.163188227,0,0
OG_19436,-0.048917457,0,0
OG_19438,0.34036034,5.93E-05,0
OG_1944,0.195318021,0,0
OG_19445,0.294316675,0,0
OG_19448,0.018605792,0,0
OG_19449,-0.058250427,0,0
OG_1945,-0.174314478,0,0
OG_19451,0.320520877,0,0
OG_19452,-0.741262199,0,0.729998696
OG_19456,0.07011613,0,0
OG_19458,-0.104169407,0,0
OG_19459,0.243990805,0,0
OG_1946,0.180833388,0,0
OG_19460,0.054834187,0,0
OG_19462,-0.160153516,0,0
OG_19463,-0.00196982,0,0
OG_19464,-0.050353626,0,0
OG_19465,0.060638326,0,0
OG_19466,0.14659285,0,0
OG_19467,-0.283378145,0,0
OG_1947,0.028716479,0,0
OG_19472,-0.193350784,0,0
OG_19475,-0.040566964,0,0
OG_19476,-0.080520596,0,0
OG_19478,0.044207612,0,0
OG_19479,-0.223424065,0,0
OG_1948,-0.010613595,0,0
OG_19481,-0.399329181,0,3.79E-05
OG_19482,0.138785451,0,0
OG_1949,0.373820545,0,0
OG_19492,0.160763108,0,0
OG_19494,-0.077455909,0,0
OG_195,-0.038488983,0,0
OG_1950,0.013185993,0,0
OG_19500,0.096712266,0,0
OG_1951,0.058433311,0,0
OG_19519,0.122190854,0,0
OG_1952,0.036137202,0,0
OG_19522,0.052694132,0,0
OG_19524,-0.119058066,0,0
OG_1953,-0.004362174,0,0
OG_19532,-0.144490821,0,0
OG_19535,-0.093585529,0,0
OG_19537,-0.125746811,0,5.36E-06
OG_19538,-0.057446147,0,0
OG_1954,0.07967048,0,0
OG_19541,0.173559937,0,0
OG_19545,0.171141096,0,0
OG_19547,-0.099469093,0,0
OG_19550,0.096513574,0,0
OG_19552,-0.111311819,0,0
OG_19555,-0.054558873,0,0
OG_19557,0.064516952,0,0
OG_19559,0.34474507,0,0
OG_1956,-0.182835909,0,0
OG_19561,-0.207836569,2.04E-12,9.98E-05
OG_19562,0.321016292,0.000279224,0
OG_19563,0.223367099,6.82E-07,0
OG_19566,0.245735375,0,0
OG_19569,0.103862843,0,0
OG_1957,-0.184215655,0,0
OG_19570,0.079419502,0,0
OG_19576,0.396250703,0.002509624,0
OG_19577,-0.147659286,0,0
OG_19578,0.347482644,0.001343742,0
OG_19579,-0.133091923,0,0
OG_1958,0.015826868,0,0
OG_19580,0.084789163,0,0
OG_19583,-0.01650836,0,0
OG_19587,-0.006989253,0,0
OG_19588,0.397312788,0,0
OG_19589,0.201508277,0,0
OG_1959,-0.091444364,0,0
OG_19591,-0.165504844,0,0
OG_19592,-0.030153571,0,0
OG_19594,-0.288310083,0,4.74E-07
OG_19596,0.03347506,0,0
OG_19597,0.029882601,0,0
OG_196,-0.023437094,0,0
OG_19600,0.542402273,0.021388931,0
OG_19603,0.072455246,0,0
OG_19606,0.297316952,0.000131268,0
OG_19610,0.224431723,8.39E-06,0
OG_19613,0.140865683,0,0
OG_19614,-0.166899947,0,0
OG_19619,-0.047633856,0,0
OG_19622,0.070561302,0,0
OG_19625,-0.246907541,0,0
OG_19626,0.195403886,3.12E-06,0
OG_19628,0.138009827,0,0
OG_19629,0.082395279,0,0
OG_19630,0.105192789,0,0
OG_19633,0.161127057,0,0
OG_19635,0.330329469,1.07E-05,0
OG_19636,-0.006046595,0,0
OG_19637,0.239241207,1.83E-06,0
OG_19638,-0.023858975,0,0
OG_1964,-0.28950359,0,0
OG_19644,0.069729101,0,0
OG_19647,0.313934991,2.43E-06,0
OG_1965,-0.075526493,0,0
OG_19655,0.171391111,0,0
OG_19659,-0.123420912,0,0
OG_19662,-0.029943766,0,0
OG_19665,0.194031155,0,0
OG_19668,-0.308566055,0,0
OG_19669,-0.038840415,0,0
OG_1967,-0.025015963,0,0
OG_19674,-0.038541971,0,0
OG_19675,0.221940319,0,0
OG_19676,0.206302606,0,0
OG_1968,0.009408741,0,0
OG_19687,-0.058892108,0,0
OG_19688,0.165770501,4.81E-05,0
OG_19693,0.426084799,0.000392393,0
OG_19695,-0.461978679,0,0.000333127
OG_19696,0.1115967,0,0
OG_19699,0.122418274,1.10E-07,0
OG_197,-0.004729638,0,0
OG_19701,0.126145948,0,0
OG_19702,-0.281713297,0,0
OG_19703,-0.325724731,0,0
OG_19709,0.07844714,0,0
OG_19715,0.635679075,0.161438971,0
OG_19716,0.246835396,0,0
OG_19717,-0.24654131,0,0
OG_1972,0.19212283,0,0
OG_1973,-0.175437647,0,0
OG_19731,0.253073797,0,0
OG_19734,0.291013735,0.000159448,0
OG_19738,0.16686538,1.79E-06,0
OG_19739,0.166747366,0,0
OG_1974,0.042213465,0,0
OG_19740,0.002379813,0,0
OG_19741,0.028075017,0,0
OG_19746,0.100461917,0,0
OG_1975,-0.077492714,0,0
OG_19756,-0.024356766,0,0
OG_1976,-0.173033941,0,0
OG_19763,0.19275646,1.65E-05,0
OG_19766,0.164752871,0,0
OG_1977,0.183221811,0,0
OG_19775,0.263013051,0,0
OG_19777,0.004036326,0,0
OG_1978,0.028059244,0,0
OG_19787,-0.005663639,0,0
OG_19790,-0.093686581,0,0
OG_19793,0.109542524,0,0
OG_19795,0.043448902,0,0
OG_19796,0.17400429,0,0
OG_198,-0.273573357,0,0
OG_1980,-0.084405793,0,0
OG_19801,-0.004784579,0,0
OG_1981,-0.299309631,0,0
OG_19812,-0.156466008,0,0
OG_19813,0.015637787,0,0
OG_19816,-0.029455455,0,0
OG_1982,-0.196336471,0,0
OG_19823,-0.575511678,0,0.022679868
OG_19828,0.401495924,0,0
OG_1983,0.0552588,0,0
OG_19830,0.077829502,0,0
OG_19831,-0.156170673,0,0
OG_19835,0.355962876,1.66E-05,0
OG_19837,0.150543805,0,0
OG_1984,0.108435958,0,0
OG_1985,-0.562106395,0,0
OG_1986,0.100743034,0,0
OG_19860,0.313725581,0,0
OG_19871,-0.046122602,0,0
OG_1988,0.284521862,0,0
OG_19889,-0.583564853,0,0.067047037
OG_1989,-0.265320676,0,0
OG_19890,-0.688812497,0,0.4621852
OG_19892,0.117969844,0,0
OG_19894,0.019888477,0,0
OG_19895,-0.686882126,0,0.441300324
OG_19896,0.0219563,0,0
OG_19897,0.239089079,0,0
OG_19899,0.298801225,0,0
OG_199,0.062808734,0,0
OG_1990,-0.165861828,0,0
OG_19900,-0.248016369,0,0
OG_19902,0.074144874,0,0
OG_19903,-0.123952612,0,0
OG_19906,0.095629489,0,0
OG_19908,-0.069020071,0,0
OG_19909,-0.140644236,0,0
