OrthologID,Log2 Fold Change,Post-p (Low P/ Replete > 2),Post-p (Replete /Low P > 2)
OG_11065,0.125811036,0,0
OG_11066,-0.084956269,0,0
OG_11067,0.048052002,0,0
OG_1107,0.030102307,0,0
OG_11072,-0.285966396,0,0
OG_11074,-0.044671265,0,0
OG_11075,0.090207674,0,0
OG_11079,0.294155776,0,0
OG_1108,0.025003247,0,0
OG_11081,0.085100468,0,0
OG_11082,-0.032526348,0,0
OG_11085,0.177829325,0,0
OG_11087,0.081633958,0,0
OG_11089,-0.064123909,0,0
OG_1109,0.097289174,0,0
OG_11091,-0.006206104,0,0
OG_11092,0.274987052,0,0
OG_11093,0.037102869,0,0
OG_11096,-0.069282356,0,0
OG_11099,-0.154934794,0,0
OG_111,-0.112004597,0,0
OG_1110,-0.003509367,0,0
OG_11105,-0.287384856,0,0
OG_11106,0.046383084,0,0
OG_1111,0.037786627,0,0
OG_11116,-0.079749461,0,0
OG_11118,0.244365559,0,0
OG_1112,-0.17884019,0,0
OG_11122,0.081840712,0,0
OG_11128,-0.038512473,0,0
OG_11129,-0.078536447,0,0
OG_11132,0.181369381,0,0
OG_11135,0.170624006,0,0
OG_11136,0.458645825,0,0
OG_11137,0.338059523,0,0
OG_1114,0.12419291,0,0
OG_11141,-0.186377149,0,0
OG_11143,-0.005944321,0,0
OG_11145,-0.011536914,0,0
OG_11146,-0.43107608,0,0
OG_11149,0.126374169,1.31E-06,0
OG_1115,0.10915909,0,0
OG_11151,-0.261920889,0,0
OG_11153,-0.310827863,0,0
OG_11155,-0.282884168,0,0
OG_11157,-0.051718772,0,0
OG_1116,-0.326940833,0,0
OG_11160,0.203466434,0,0
OG_11161,0.112265764,0,0
OG_11164,0.189163152,0,0
OG_11167,-0.665827835,0,0.365915288
OG_11169,0.054798257,0,0
OG_11170,-0.013008537,0,0
OG_11171,0.034307878,0,0
OG_11174,0.360812818,0,0
OG_11177,0.0022464,0,0
OG_11179,0.080371942,0,0
OG_1118,0.11182333,0,0
OG_11180,-0.21124487,0,0
OG_11183,0.049724507,0,0
OG_11184,-0.002777053,0,0
OG_11186,-0.169872106,0,0
OG_11187,-0.11499527,0,0
OG_11188,0.165751101,1.46E-05,0
OG_11189,0.242970809,0,0
OG_11191,0.00017399,0,0
OG_11192,0.025568976,0,0
OG_11195,0.078768466,0,0
OG_11196,0.00768994,0,0
OG_11197,-0.106305861,0,0
OG_11198,0.210196114,0,0
OG_11199,-0.175166249,0,0
OG_112,0.144928679,0,0
OG_1120,-0.110995672,0,0
OG_11204,-0.04566899,0,0
OG_11206,-0.022573779,0,0
OG_1121,-0.204584596,0,0
OG_11210,0.184952182,0,0
OG_11211,0.120197507,0,0
OG_11212,0.189301535,6.56E-06,0
OG_11214,0.141742267,0,0
OG_11215,0.292482898,0,0
OG_11216,0.154400824,0,0
OG_11217,0.295914721,6.71E-06,0
OG_11218,0.344232213,0,0
OG_11219,0.14612498,0,0
OG_1122,-0.264753826,0,0
OG_11221,0.066248715,0,0
OG_11222,0.553622793,3.44E-05,0
OG_11223,0.053976091,0,0
OG_11224,0.167090459,0,0
OG_11227,-0.361344632,0,0
OG_11228,-0.221950631,0,0
OG_11229,0.219008953,0,0
OG_1123,0.525651488,0.030731392,0
OG_11230,0.298751593,0,0
OG_11231,-0.11962909,0,0
OG_11232,0.231065604,0,0
OG_11235,0.153605609,0,0
OG_11239,0.087950556,0,0
OG_1124,0.109996796,0,0
OG_11240,-0.295368511,0,0
OG_11241,-0.068088136,0,0
OG_11242,-0.235058781,0,0
OG_11245,-0.08859959,0,0
OG_11247,0.187346611,0,0
OG_11249,-0.100228193,0,0
OG_1125,-0.053087711,0,0
OG_11251,0.14913204,0,0
OG_11252,-0.505723824,0,0.001853368
OG_11254,0.024310642,0,0
OG_11258,-0.034891661,0,0
OG_11259,-0.098220932,0,0
OG_1126,0.309492801,0,0
OG_11260,0.029209123,0,0
OG_11262,-0.573919413,0,0.02867304
OG_11263,0.543589693,0.000118088,0
OG_11264,0.15199261,0,0
OG_11265,-0.063190352,0,0
OG_11266,0.168907605,0,0
OG_11268,0.325948991,0.000402667,0
OG_1127,0.00140291,0,0
OG_11271,-0.364850451,0,2.31E-06
OG_11275,0.191588857,0,0
OG_11276,-0.109569686,0,0
OG_11278,0.02890685,0,0
OG_11279,0.203759562,2.40E-06,0
OG_1128,-0.617997916,0,0.00394129
OG_11280,-0.026053732,0,0
OG_11283,0.04072232,0,0
OG_11285,-0.714709126,0,0.67595426
OG_11286,-0.265183186,0,7.79E-08
OG_11287,0.201545833,0,0
OG_1129,-0.341201954,0,0
OG_11292,-0.385817605,0,0
OG_11293,0.069295017,0,0
OG_11296,-0.093487366,0,0
OG_11297,-0.31727951,0,9.61E-07
OG_11298,-0.331750024,0,1.97E-05
OG_113,-0.058399545,0,0
OG_1130,-0.234965304,0,0
OG_11300,0.041133128,0,0
OG_11301,-0.251566366,0,0
OG_11304,-0.001035171,0,0
OG_11306,0.196456805,0,0
OG_11307,0.060158862,0,0
OG_11308,0.092315965,0,0
OG_11309,0.246025624,0,0
OG_1131,-0.051606014,0,0
OG_11311,0.156212135,0,0
OG_11312,0.066966187,0,0
OG_11316,0.100794599,0,0
OG_11317,-0.11109046,0,0
OG_11320,0.30709575,0,0
OG_11322,0.210487233,0,0
OG_11323,0.012707459,0,0
OG_11325,0.252890313,0,0
OG_11326,-0.04081904,0,0
OG_11328,0.277314183,3.18E-06,0
OG_1133,-0.079818209,0,0
OG_11331,0.331316944,0,0
OG_11332,-0.298321373,0,0
OG_11333,0.256980312,0,0
OG_11334,0.074009527,0,0
OG_11336,0.643010894,0.231368095,0
OG_11339,-0.239828569,0,0
OG_11340,0.248643383,0,0
OG_11343,0.813694338,0.944198708,0
OG_11345,-0.101842887,0,0
OG_11348,0.341862969,0,0
OG_1135,-0.166279536,0,0
OG_11355,-0.183072193,0,0
OG_11356,0.027366101,0,0
OG_11358,0.362002489,5.20E-06,0
OG_1136,0.05799785,0,0
OG_11362,0.199949948,0,0
OG_11365,0.005586753,0,0
OG_11366,0.286688149,0.000193064,0
OG_11367,-0.062042062,0,0
OG_1137,-0.266094282,0,0
OG_11370,-0.426009907,0,0
OG_11377,0.158761141,0,0
OG_11378,0.206911452,0,0
OG_1138,0.128195256,0,0
OG_11381,-0.409889792,0,0.002978388
OG_11383,-0.158926729,0,0
OG_1139,-0.121617658,0,0
OG_11391,-0.040400784,0,0
OG_11398,-0.044298518,0,0
OG_114,-0.224103336,0,0
OG_1140,0.040998282,0,0
OG_11402,0.15805354,0,0
OG_11403,0.255333615,1.67E-05,0
OG_11404,0.034497742,0,0
OG_11409,-0.135313486,0,0
OG_1141,0.102750553,0,0
OG_11410,0.138545673,0,0
OG_11412,0.430238746,0,0
OG_11413,-0.053887299,0,0
OG_11415,0.184727779,0,0
OG_11416,-0.012703153,0,0
OG_11417,-0.003022216,0,0
OG_1142,-0.185879194,0,0
OG_11422,-0.243484762,0,0
OG_1143,-0.353526093,0,0
OG_11431,0.121010066,0,0
OG_11432,0.096639932,0,0
OG_11434,-0.037436192,0,0
OG_11436,0.29317723,0,0
OG_11439,-0.659970864,0,0.309968086
OG_1144,0.226119282,0,0
OG_11440,-0.012220947,0,0
OG_11441,-0.211656524,0,0
OG_11443,0.10024906,0,0
OG_11446,-0.2204818,0,0
OG_11448,-0.345511184,0,0
OG_11449,0.227795905,0,0
OG_1145,-0.100696715,0,0
OG_11450,0.31725854,0,0
OG_11451,0.382211261,0,0
OG_11452,0.102890541,0,0
OG_11453,0.014334329,0,0
OG_11455,0.041749813,0,0
OG_11459,0.123683289,0,0
OG_1146,-0.214399127,0,0
OG_11460,0.109542524,0,0
OG_11461,0.160958858,0,0
OG_11462,0.540186779,0.030453839,0
OG_11463,-0.149378614,0,0
