"compound","sample","rt","peakIntensity","sampMqConc","sampPooledConc","perCellMq","perCellPool","expFactor","ionization_mode","perCellPoolConc","perCellMqConc"
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_54",0.819,2384260,7454895732.65209,0,648.20174663242,0,"R2","pos",0,1866.83297803243
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_55",0.808,21775.64,68088656.711541,0,9.25021191185739,0,"P3","pos",0,26.6407808071464
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_56",0.819,1908814.75,5968315589.99146,0,528.993774645066,0,"R3","pos",0,1523.51182145345
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_58",0.818,14107.67,44113126.5395233,0,6.34335314500113,0,"P1","pos",0,18.2689739790367
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_59",0.808,112495.54,351743613.584406,0,52.7060755784188,0,"P2","pos",0,151.794469150449
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_60",0.808,456086.53,1426053521.88849,0,246.637306036461,0,"N2","pos",0,710.319987432927
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_61",0.808,719327.25,2249131314.95023,0,474.297356507126,0,"N1","pos",0,1365.98512904535
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_52",0.71,5941.19,4336160.79852301,0,0.853391991813084,0,"N3","pos",0,9.5789874487943
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_53",0.648,10035.79,7308050.88278644,0,0.563631855252153,0,"R1","pos",0,6.32654456450952
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_54",0.658,7619.36,5554188.63584738,0,0.482935631026112,0,"R2","pos",0,5.42076137642959
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_55",0.566,7615.86,5551648.31071307,0,0.754221419755172,0,"P3","pos",0,8.46583701599699
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_56",0.678,5941.19,4336160.79852301,0,0.384329889010097,0,"R3","pos",0,4.3139509373678
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_58",0.658,7935.56,5783688.86655223,0,0.831679453245767,0,"P1","pos",0,9.33527279431773
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_59",0.669,5953.53,4345117.25913939,0,0.65108240722141,0,"P2","pos",0,7.30814240904041
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_60",0.557,7150.68,5214017.32614861,0,0.901769230404302,0,"N2","pos",0,10.1220028106892
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_61",0.741,5951.5,4343643.87056149,0,0.915988671591318,0,"N1","pos",0,10.2816104118455
"ammp","mtab_TSQ_cm_PMI_2020_1112_52",0.576,12569.91,312181407.192272,47816881.1253276,61.4398601134834,9.41075419521628,"N3","pos",68.1494257021962,444.926208367611
"ammp","mtab_TSQ_cm_PMI_2020_1112_53",0.556,34291.07,852144541.716474,130659798.175311,65.721464819293,10.0771088808215,"R1","pos",72.9749357724781,475.932108185191
"ammp","mtab_TSQ_cm_PMI_2020_1112_54",0.556,38284.73,951422350.628333,145891325.594005,82.7259899506349,12.6852226322032,"R2","pos",91.8619931363835,599.072995514772
"ammp","mtab_TSQ_cm_PMI_2020_1112_55",0.566,36858.72,915973376.933426,140452627.654188,124.439932456733,19.0812483624489,"P3","pos",138.179798410087,901.15093386004
"ammp","mtab_TSQ_cm_PMI_2020_1112_56",0.566,53675.86,1334028196.6637,204591970.766524,118.239828406442,18.1337392847236,"R3","pos",131.318265513242,856.251925602448
"ammp","mtab_TSQ_cm_PMI_2020_1112_58",0.566,23084.86,573571008.915442,87920132.0858991,82.4780229536765,12.6426868854177,"P1","pos",91.5539639757962,597.277304320925
"ammp","mtab_TSQ_cm_PMI_2020_1112_59",0.566,21234.41,527570943.43642,80862651.0003981,79.0524488401697,12.1166464165967,"P2","pos",87.7445609138728,572.470481860886
"ammp","mtab_TSQ_cm_PMI_2020_1112_60",0.566,15805.27,392608747.486907,60156307.7538703,67.902054390138,10.4040903498957,"N2","pos",75.3428224338888,491.723183359679
"ammp","mtab_TSQ_cm_PMI_2020_1112_61",0.566,23347.76,580106401.503426,88922813.4754953,122.332978469078,18.7520644456177,"N1","pos",135.795962384081,885.893102100645
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_52",0.567,512.48,281500.867041788,10747.2192384912,0.0554016783011666,0.00211514084890762,"N3","pos",0.00728680486756337,0.190862570369541
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_53",0.658,750.7,401642.802510084,15470.7207306634,0.0309766149084499,0.00119317601469505,"R1","pos",0.00411057296549781,0.10671655668326
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_54",0.608,1537.94,798673.015246465,31080.3643991113,0.0694444646896177,0.00270243169213433,"R2","pos",0.00931006198413315,0.239240929788189
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_55",0.447,685.11,368563.675873506,14170.1814691758,0.0500713667958906,0.00192509571711279,"P3","pos",0.00663208639236845,0.172499282722605
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_56",0.467,1711.17,886038.423193626,34515.2236195335,0.0785328461436854,0.00305921128832962,"R3","pos",0.0105391920912586,0.27055102540285
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_58",0.456,861.45,457497.555902384,17666.7067530715,0.065786961562645,0.00254042659487086,"P1","pos",0.00875194334540552,0.226640581398853
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_59",0.537,2221.06,1143192.1948162,44625.483781752,0.171298559216577,0.00668678557360678,"P2","pos",0.0230364335742818,0.590135250685834
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_60",0.447,1457.33,758018.824086616,29482.0038278578,0.13110007291316,0.00509894045984347,"N2","pos",0.0175661985732024,0.451648716412857
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_61",0.557,4610.54,2348283.0854332,92004.8488456244,0.495206505884255,0.0194020048110366,"N1","pos",0.0668412333725035,1.70602027727376
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_52",0.644,3731.87,2650467.42930566,0,0.521633717896557,0,"N3","pos",0,3.91881690253592
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_53",0.453,3731.87,2650467.42930566,0,0.204416731413802,0,"R1","pos",0,1.53569777938398
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_54",0.563,6720.52,4761273.80561658,0,0.413991839413415,0,"R2","pos",0,3.11014829399305
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_55",0.613,3731.87,2650467.42930566,0,0.360080321314337,0,"P3","pos",0,2.70513350848424
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_56",0.533,5432.63,3851670.33114246,0,0.341387715920427,0,"R3","pos",0,2.56470374818141
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_58",0.633,3731.87,2650467.42930566,0,0.381130339703888,0,"P1","pos",0,2.86327353094349
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_59",0.644,7174.51,5081915.22792478,0,0.761485916849054,0,"P2","pos",0,5.72072659341187
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_60",0.463,3731.87,2650467.42930566,0,0.458400849945413,0,"N2","pos",0,3.44377469720842
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_61",0.811,3731.87,2650467.42930566,0,0.558931213518643,0,"N1","pos",0,4.199017455628
"biotin","mtab_TSQ_cm_PMI_2020_1112_52",4.602,6484.71,83627676.049779,89400013.2819985,16.4586122034795,17.5946554908268,"N3","pos",72.0177458590594,67.3677385431603
"biotin","mtab_TSQ_cm_PMI_2020_1112_53",4.603,6030.55,77770939.7343376,83138698.5759303,5.99806702911938,6.4120542772869,"R1","pos",26.2455661957632,24.5510500148147
"biotin","mtab_TSQ_cm_PMI_2020_1112_54",4.715,5875.5,75771452.8448952,81001088.8234733,6.58831321594679,7.04302905599786,"R2","pos",28.8282471286393,26.9670222911334
"biotin","mtab_TSQ_cm_PMI_2020_1112_55",4.587,9640.53,124324359.154844,132907988.831813,16.8901359423242,18.0562684131299,"P3","pos",73.9072015600258,69.1340343920601
"biotin","mtab_TSQ_cm_PMI_2020_1112_56",4.597,7083.65,91351459.8457329,97657349.5292515,8.09681606719469,8.65573027605017,"R3","pos",35.4292917852326,33.1415663181806
"biotin","mtab_TSQ_cm_PMI_2020_1112_58",4.617,8151.03,105116131.345592,112372872.893183,15.11542696399,16.1589275709381,"P1","pos",66.1410812940039,61.8698660062625
"biotin","mtab_TSQ_cm_PMI_2020_1112_59",4.704,6365.86,82095015.5092421,87761477.8477546,12.3013067613331,13.1503825675218,"P2","pos",53.8266242377381,50.3512208314563
"biotin","mtab_TSQ_cm_PMI_2020_1112_60",4.633,6425.78,82867729.1784804,88587569.9236477,14.3320521763261,15.3213040456932,"N2","pos",62.7125539097589,58.6633874025873
"biotin","mtab_TSQ_cm_PMI_2020_1112_61",4.615,5435.98,70103510.3898952,74941609.6980306,14.7834452522986,15.8037048063382,"N1","pos",64.6870975659539,60.5110116339839
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_52",0.448,676.13,64923.6670161917,59985.2399216429,0.012777509895304,0.0118055869592182,"N3","pos",0.0278171229010796,0.0301072334950613
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_53",0.478,3135.42,306914.554443666,276109.946314429,0.0236707191150555,0.0212949203270239,"R1","pos",0.0501765323445426,0.0557745502239762
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_54",0.609,201.17,18188.2304094665,18245.3106947857,0.0015814631273689,0.00158642624717219,"R2","pos",0.00373804488023607,0.00372635044149128
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_56",0.408,2969.1,290548.886142271,261493.589086429,0.0257524170231654,0.0231771391191654,"R3","pos",0.0546115436361107,0.0606795877077413
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_58",0.557,1425.39,138649.861289299,125830.909814929,0.0199374903267273,0.0180941583634464,"P1","pos",0.0426346804039736,0.0469780639178306
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_59",0.448,1321.22,128399.670891533,116676.352741571,0.0192397032864089,0.0174830542142475,"P2","pos",0.0411947554529866,0.0453338908727825
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_60",0.588,1455.69,141631.341264841,128493.702167071,0.0244952744926656,0.0222231073790062,"N2","pos",0.0523635894887045,0.0577174234040188
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_61",0.438,298.69,27784.0695914773,26815.4595456429,0.00585911132562721,0.0056548506045338,"N1","pos",0.0133243416694953,0.0138056346032686
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_55",0,0,0,566.302857142856,0,7.69353029984774e-05,"P3","pos",0.000181280167291417,0
"cytidine","mtab_TSQ_cm_PMI_2020_1112_52",0.774,8009.26,17448619.2058554,11323548.4213227,3.43403129873435,2.22856715667833,"N3","pos",9.16276275256282,14.1190333802087
"cytidine","mtab_TSQ_cm_PMI_2020_1112_53",0.754,54071.79,117773542.786024,76657899.3207563,9.08325920067973,5.91222402619843,"R1","pos",24.3081326626035,37.3458564290754
"cytidine","mtab_TSQ_cm_PMI_2020_1112_54",0.775,26258.03,57194730.7564382,37207309.9659677,4.97307081199178,3.23516842788278,"R2","pos",13.3014078936057,20.4468004769007
"cytidine","mtab_TSQ_cm_PMI_2020_1112_55",0.753,114223.61,248785164.264654,161976272.304602,33.7988088048773,22.0053517850694,"P3","pos",90.4750916251517,138.963937196272
"cytidine","mtab_TSQ_cm_PMI_2020_1112_56",0.774,24456.21,53270338.1144096,34651637.4890626,4.7215461064117,3.07130215160052,"R3","pos",12.6276710451465,19.4126556467877
"cytidine","mtab_TSQ_cm_PMI_2020_1112_58",0.773,123861.13,269775836.238215,175645975.49894,38.7930653184095,25.2574355637598,"P1","pos",103.846047051064,159.497842769548
"cytidine","mtab_TSQ_cm_PMI_2020_1112_59",0.754,113853.64,247979363.715336,161451512.813487,37.1578006852209,24.1922676289209,"P2","pos",99.466604838915,152.774445708498
"cytidine","mtab_TSQ_cm_PMI_2020_1112_60",0.764,6549.03,14268215.0213811,9252381.70047866,2.46770128947347,1.60020817031126,"N2","pos",6.57926227411915,10.145963693255
"cytidine","mtab_TSQ_cm_PMI_2020_1112_61",0.764,4848.24,10563867.327585,6840008.54888999,2.22771090094241,1.44242265965536,"N1","pos",5.93052651778373,9.1592422536897
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_52",4.988,1581.28,45629160.4214154,0,8.98019282634862,0,"N3","pos",0,41.9125960344844
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_53",4.919,2060.05,59461686.6871745,0,4.58596981896435,0,"R1","pos",0,21.4037609398131
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_54",4.926,2499.46,72157031.7723661,0,6.27404000055939,0,"R2","pos",0,29.2823672200102
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_55",4.984,2167.83,62575644.706523,0,8.50123944299113,0,"P3","pos",0,39.6772119993985
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_56",4.832,2300.79,66417098.2067326,0,5.88679183457887,0,"R3","pos",0,27.474992227102
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_58",4.915,1857.25,53602429.9946166,0,7.7078903618725,0,"P1","pos",0,35.9744719587067
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_59",4.81,2908.72,83981289.1392114,0,12.5839503592925,0,"P2","pos",0,58.7321495346425
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_60",4.88,2961.18,85496952.8773356,0,14.7867789029879,0,"N2","pos",0,69.01324980392
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_61",4.872,1910.31,55135428.8117129,0,11.6269725833509,0,"N1","pos",0,54.2657172750439
"folic acid","mtab_TSQ_cm_PMI_2020_1112_52",4.122,606.18,542319.538827643,718274.124811964,0.106732931028969,0.141362235978396,"N3","pos",0.320258803757127,0.241805462231466
"folic acid","mtab_TSQ_cm_PMI_2020_1112_53",3.973,716.35,640494.695581602,849314.371911776,0.0493980158786438,0.0655031885807602,"R1","pos",0.148398705438967,0.111912133843778
"folic acid","mtab_TSQ_cm_PMI_2020_1112_54",3.98,987.54,882158.676339578,1171877.72501151,0.0767035268254293,0.10189454224893,"R2","pos",0.230844001470163,0.173773282341254
"folic acid","mtab_TSQ_cm_PMI_2020_1112_55",3.923,606.18,542319.538827643,718274.124811964,0.0736770396183504,0.0975814208446322,"P3","pos",0.221072543825628,0.166916718664138
"folic acid","mtab_TSQ_cm_PMI_2020_1112_56",4.062,606.18,542319.538827643,718274.124811964,0.0480677765078801,0.0636632789913688,"R3","pos",0.144230355666898,0.10889845153575
"folic acid","mtab_TSQ_cm_PMI_2020_1112_58",4.167,606.18,542319.538827643,718274.124811964,0.0779841426369019,0.10328595558777,"P1","pos",0.233996274553172,0.176674541542596
"folic acid","mtab_TSQ_cm_PMI_2020_1112_59",3.941,606.18,542319.538827643,718274.124811964,0.0812624124424762,0.10762785405705,"P2","pos",0.243832927179542,0.184101523431074
"folic acid","mtab_TSQ_cm_PMI_2020_1112_60",4.004,606.18,542319.538827643,718274.124811964,0.0937946774187379,0.124226189564554,"N2","pos",0.281436768383675,0.212493605389075
"folic acid","mtab_TSQ_cm_PMI_2020_1112_61",4.074,606.18,542319.538827643,718274.124811964,0.114364475714841,0.151469821428956,"N1","pos",0.343157728656448,0.259094870219395
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_52",4.027,474.55,494732.576662842,688954.758957965,0.0973674267699972,0.135591944426164,"N3","pos",0.286397314181658,0.205659485404692
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_53",3.863,440.89,460086.674291961,640219.881217257,0.0354840859713742,0.049376820879798,"R1","pos",0.104293724399709,0.0749494887871202
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_54",3.97,621.79,646285.240509794,902137.272283628,0.0561943770569906,0.0784406618908435,"R2","pos",0.165682371347676,0.118693767017976
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_55",3.853,300.35,315430.253638262,436738.012005162,0.042852904293973,0.0593332187199149,"P3","pos",0.12532362859056,0.0905139073461748
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_56",3.876,300.35,315430.253638262,436738.012005162,0.0279577441898634,0.0387096972366911,"R3","pos",0.0817626251197429,0.0590523491675046
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_58",4.059,518.74,540216.903037447,752935.574387611,0.0776817890655544,0.108270182107715,"P1","pos",0.228688285965941,0.164079480114807
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_59",3.901,419.96,438543.633988262,609916.22729233,0.0657123911416042,0.091391256388681,"P2","pos",0.193036617921344,0.138797717010823
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_61",3.84,300.35,315430.253638262,436738.012005162,0.0665180082943759,0.0920994177633464,"N1","pos",0.194532396424777,0.14049934161536
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_60",0,300.35,315430.253638262,436738.012005162,0.0545539608476364,0.0755342524465893,"N2","pos",0.159543453123076,0.115228879789702
"guanosine","mtab_TSQ_cm_PMI_2020_1112_52",2.345,2124.37,4932309.65625133,0,0.970718974079783,0,"N3","pos",0,3.42719592599839
"guanosine","mtab_TSQ_cm_PMI_2020_1112_53",2.173,29015.24,67258006.2888703,0,5.18725929432814,0,"R1","pos",0,18.3140068292901
"guanosine","mtab_TSQ_cm_PMI_2020_1112_54",2.324,36452.81,84496263.4186645,0,7.34693381317174,0,"R2","pos",0,25.9388992132882
"guanosine","mtab_TSQ_cm_PMI_2020_1112_55",2.163,141032.14,326882604.791129,0,44.408768077596,0,"P3","pos",0,156.788476477884
"guanosine","mtab_TSQ_cm_PMI_2020_1112_56",2.306,31434.99,72866326.3033131,0,6.45841065448146,0,"R3","pos",0,22.8019017599261
"guanosine","mtab_TSQ_cm_PMI_2020_1112_58",2.29,174307.66,404006177.394493,0,58.0950401164409,0,"P1","pos",0,205.108883337244
"guanosine","mtab_TSQ_cm_PMI_2020_1112_59",2.163,134687.84,312178249.106603,0,46.7775099700645,0,"P2","pos",0,165.151496858016
"guanosine","mtab_TSQ_cm_PMI_2020_1112_60",2.284,1943.13,4512244.80681746,0,0.780397009122561,0,"N2","pos",0,2.75524999690214
"guanosine","mtab_TSQ_cm_PMI_2020_1112_61",2.178,2760.66,6407056.19700546,0,1.35112156281526,0,"N1","pos",0,4.77023571111164
"hmp","mtab_TSQ_cm_PMI_2020_1112_52",0.44,31241.59,671633272.856982,0,132.182933964671,0,"N3","pos",0,949.862991985276
"hmp","mtab_TSQ_cm_PMI_2020_1112_53",0.661,76671.23,1647982862.52732,0,127.100324440526,0,"R1","pos",0,913.33949727311
"hmp","mtab_TSQ_cm_PMI_2020_1112_54",0.44,41217.56,886031498.686278,0,77.0402679817855,0,"R2","pos",0,553.609284146202
"hmp","mtab_TSQ_cm_PMI_2020_1112_55",0.661,75748.64,1628155050.37794,0,221.193660864277,0,"P3","pos",0,1589.49167048201
"hmp","mtab_TSQ_cm_PMI_2020_1112_56",0.671,34807.68,748273776.902964,0,66.3222585574409,0,"R3","pos",0,476.589958015528
"hmp","mtab_TSQ_cm_PMI_2020_1112_58",0.671,179435.16,3856530429.45525,0,554.559069998348,0,"P1","pos",0,3985.04649323331
"hmp","mtab_TSQ_cm_PMI_2020_1112_59",0.661,79201.25,1702356702.79675,0,255.085060748381,0,"P2","pos",0,1833.03435432869
"hmp","mtab_TSQ_cm_PMI_2020_1112_60",0.44,31241.59,671633272.856982,0,116.159610084292,0,"N2","pos",0,834.719819519201
"hmp","mtab_TSQ_cm_PMI_2020_1112_61",0.45,33925.14,729306697.989997,0,153.796373133176,0,"N1","pos",0,1105.17658187105
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_52",0.819,31207.21,9710070.11874272,0,1.91102139987546,0,"N3","pos",0,5.48812900225571
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_53",0.798,107739.12,33520076.6331051,0,2.58522871336492,0,"R1","pos",0,7.42433793792516
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_54",0.82,115699.52,35996653.7348256,0,3.12990210200238,0,"R2","pos",0,8.98854743402654
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_55",0.693,2100.55,654634.755750578,0,0.0889356687005024,0,"P3","pos",0,0.25540814077856
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_56",0.819,96186.25,29925838.4916608,0,2.6524371951224,0,"R3","pos",0,7.6173492867017
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_58",0.818,3523.4,1097300.6681649,0,0.157788989138625,0,"P1","pos",0,0.453143186980917
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_59",0.798,2679.54,834765.575323102,0,0.12508320209397,0,"P2","pos",0,0.359217719462307
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_60",0.809,29883.64,9298291.41986777,0,1.60814829972241,0,"N2","pos",0,4.6183288811993
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_61",0.808,31207.46,9710147.89677842,0,2.04767834057619,0,"N1","pos",0,5.88058453397717
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_52",1.383,9955.21,1416278.39060133,1204691.14832254,0.278735197534369,0.237093093719391,"N3","pos",0.387027577080299,0.455003587225545
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_53",1.29,79454.24,11304100.8631576,9688540.56909488,0.871826352012165,0.74722661120315,"R1","pos",1.21976266928363,1.42315761020595
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_54",1.366,77334.92,11002579.2459129,9429832.04101282,0.956672144108603,0.819922077871954,"R2","pos",1.33842977125686,1.56165873997487
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_55",1.29,27210.76,3871274.02242982,3311101.6676148,0.525933493269733,0.449831052136909,"P3","pos",0.734298158891461,0.858526760153009
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_56",1.371,75772.48,10780286.5125607,9239102.67847364,0.955496465970717,0.818895671069248,"R3","pos",1.33675427859818,1.55973957879647
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_58",1.352,43826.22,6235202.24962751,5339375.45354916,0.896605906281794,0.767788337225822,"P1","pos",1.25332735427003,1.46360742128925
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_59",1.284,49140.16,6991231.43952866,5988055.9716948,1.04758226846837,0.897264139057961,"P2","pos",1.46468191161926,1.71005920415992
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_60",1.347,10970.5,1560726.55452767,1328629.10081505,0.269929134467909,0.229787660222401,"N2","pos",0.375102285704213,0.440628688325023
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_61",1.296,21865.2,3110746.16619359,2658561.24928516,0.655994905047572,0.560638040236498,"N1","pos",0.915177995815374,1.07083725930064
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_52",2.905,47183.84,169516633.763244,107527731.612739,33.3622631757428,21.162339064408,"N3","pos",128.109080842714,201.962970977316
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_53",2.854,134247.28,482298381.740825,305787569.18242,37.1971591393798,23.5838006187525,"R1","pos",142.767725762773,225.178032201585
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_54",2.918,133589.92,479936768.073245,304290636.752173,41.730409451015,26.4580121976408,"R2","pos",160.167154171807,252.620675894515
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_55",2.838,79832.1,286807885.191243,181873963.791627,38.9644008876588,24.7085606850703,"P3","pos",149.576612900722,235.876269069912
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_56",2.895,114572.35,411614763.028579,260984050.897422,36.482931224224,23.1319768743303,"R3","pos",140.032549635755,220.854356947902
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_58",2.908,155364.11,558162131.199214,353874565.122237,80.2622663163726,50.8862443380171,"P1","pos",308.046760324578,485.87848124204
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_59",2.844,109435.63,393160722.383373,249286772.765051,58.9121108333393,37.3537058773123,"P2","pos",226.125709046022,356.632428314906
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_60",2.924,26085.53,93719418.753443,59482909.198247,16.2088621568999,10.2876254324866,"N2","pos",62.2775315242242,98.1225386336939
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_61",2.854,35507.32,127567885.403482,80938098.1388132,26.9015465748448,17.0682457412687,"N1","pos",103.324933357157,162.852149493582
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_52",1.495,2032.85,2346818.00743515,2723736.22299585,0.461873022437285,0.536053617132377,"N3","pos",1.3944840590317,1.2015114654595
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_53",1.361,16232.11,18722322.9816099,21773217.227344,1.44395514016062,1.6792547038174,"R1","pos",4.36839495283005,3.75628922286262
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_54",1.478,12262.68,14144519.5813173,16447898.7682771,1.22986325049842,1.43014162670758,"R2","pos",3.72035489895575,3.19935290574756
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_55",1.386,5432.44,6267445.06512369,7284567.21894719,0.851466276445019,0.989647816770772,"P3","pos",2.57445908475527,2.21499512615442
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_56",1.465,15395.73,17757755.4724368,20651144.3219661,1.57393521755807,1.83038691920655,"R3","pos",4.76154865691982,4.09441798485489
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_58",1.453,11332.75,13072064.1617648,15200320.805033,1.8797289110282,2.18576669457431,"P1","pos",5.68602974577745,4.88990637867953
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_59",1.374,12532.48,14455670.390728,16809857.770012,2.16607104358297,2.51882791860873,"P2","pos",6.55245159753578,5.63479369314786
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_60",1.466,1176.69,1359438.9229836,1575126.81259822,0.235116248120736,0.272419672727684,"N2","pos",0.708669578646976,0.611628854922442
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_61",1.385,1559.78,1801243.08746517,2089073.7139125,0.379846578602445,0.440544370829299,"N1","pos",1.14602734275721,0.988128765126935
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_52",0.455,3811.62,456065.328078579,0,0.0897573952650549,0,"N3","pos",0,0.521633028796739
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_53",0.376,6892.24,819309.647944769,0,0.0631890806870006,0,"R1","pos",0,0.367228922455981
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_54",0.536,1047.34,130121.521792925,0,0.011314041232155,0,"R2","pos",0,0.0657525497306619
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_55",0.425,1661.89,202584.791126295,0,0.0275222384835206,0,"P3","pos",0,0.159947919355615
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_56",0.525,1224.73,151038.061288567,0,0.0133870592047942,0,"R3","pos",0,0.0778000767408276
